park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
죽5리 마을쉼터,기타,,경기도 평택시 오성면 죽리리 75-16,37.0095352165,126.9778470428,826.0,온몸근육풀기+온몸허리돌리기+하늘걷기,그네+모래포장+시소+조합놀이대,음수전,,배수관+상수관+제수변+집수정+트랜치,,경기도 평택시청,031-8024-4248,20260313
문화공원 1호(황해경제구역 현덕지구),문화공원,,경기도 평택시 현덕면 장수리 300-9,36.9365463321,126.9053905686,29103.0,,,,,,20160617,경기도 평택시청,031-8024-4248,20260313
개군레포츠공원,체육공원,,경기도 양평군 개군면 하자포리 425-15,37.434595712,127.5309898824,61290.0,축구장+육상+테니스장+게이트볼장,,주차장+화장실,,,19991110,경기도 양평군청,031-770-2358,20250423
13호,기타,,경기도 화성시 동탄구 산척동 729-1,37.1659374137,127.1089875431,9577.4,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
강하 체육공원,체육공원,,경기도 양평군 강하면 운심리 56,37.4972582392,127.4131046095,35912.0,축구장+테니스장+게이트볼장,,,,,20120830,경기도 양평군청,031-770-2358,20250423
어린이공원 20,어린이공원,경기도 양평군 양평읍 양근로 312-1,경기도 양평군 양평읍 창대리 841,37.4820237794,127.4993213841,3311.0,,조합놀이대+그네+흔들놀이,파고라,,,20200605,경기도 양평군청,031-770-2358,20250423
54호,기타,,경기도 화성시 동탄구 송동 693-3,37.1727888841,127.1062565797,407.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
소흘 제6공원,어린이공원,경기도 포천시 소흘읍 호국로 625,경기도 포천시 소흘읍 송우리 455-1,37.8252968389,127.144907955,1189.0,,,,,,19870504,경기도 포천시청 산림공원과,031-538-2358,20241114
운천공원,근린공원,경기도 포천시 영북면 영북로170번길 12-12,경기도 포천시 영북면 운천리 산17-1,38.0890315537,127.2760093066,50000.0,,,,,,19740708,경기도 포천시청 산림공원과,031-538-2358,20241114
포천체육공원,체육공원,경기도 포천시 중앙로61번길 18(신읍동),경기도 포천시 신읍동 108-15,37.8939077663,127.1977836666,21514.0,농구장(1면)+게이트볼장+풋살장(1면)+생활체육운동기구(5종),조합놀이대(2)+놀이시설(2),화장실,,,19880302,경기도 포천시청 산림공원과,031-538-2358,20241114
어린이공원,어린이공원,,경기도 포천시 군내면 하성북리 742-5,37.900246408,127.2103726626,2044.0,,,,,,20160330,경기도 포천시청 산림공원과,031-538-2358,20241114
어린이공원,어린이공원,,경기도 포천시 신읍동 402-4,37.88801187,127.1969379273,1509.0,,,,,,20161102,경기도 포천시청 산림공원과,031-538-2358,20241114
86호,수변공원,경기도 시흥시 거북섬로 180,경기도 시흥시 정왕동 2738-1,37.3202394137,126.6861726522,3000.0,,,,,,,경기도 시흥시청,031-310-3869,20251219
한울(3),수변공원,,경기도 시흥시 배곧동 309,37.3859030341,126.7310449263,51572.0,,,,,,,경기도 시흥시청,031-310-3870,20251219
한울(2),문화공원,,경기도 시흥시 배곧동 307,37.3539939196,126.701796762,116969.0,,,,,,,경기도 시흥시청,031-310-3870,20251219
죽율체육,체육공원,,경기도 시흥시 죽율동 769,37.3491855533,126.7599599424,10355.0,,,,,,20190422,경기도 시흥시청,031-310-3869,20251219
장현소공원3,소공원,,경기도 시흥시 장현동 675-2,37.3782198895,126.8025164295,588.0,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
장현소공원4,소공원,,경기도 시흥시 장곡동 902,37.3753547653,126.7815602082,2061.7,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
장현소공원6,소공원,,경기도 시흥시 장곡동 886-5,37.3827315372,126.7883012209,323.0,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
장현소공원8,소공원,,경기도 시흥시 장현동 593,37.3741277239,126.7957175892,1705.2,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
소공원월동3,소공원,,경기도 시흥시 월곶동 1066-16,37.3809606857,126.7679578095,347.6,,,,,,20110922,경기도 시흥시청,031-310-3873,20251219
월동1,어린이공원,,경기도 시흥시 월곶동 1068-1,37.3797534235,126.7649047959,1544.9,,,,,,20110922,경기도 시흥시청,031-310-3873,20251219
새미지구 어린이,어린이공원,,경기도 시흥시 거모동 1873,37.3625959444,126.771875079,3805.8,,,,,,20170927,경기도 시흥시청,031-310-3871,20251219
근린1(가온공원),근린공원,,경기도 시흥시 장곡동 938-1,37.3761166475,126.7923365391,139018.4,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
근린2(숲새재공원),근린공원,,경기도 시흥시 능곡동 865,37.372344218,126.806065171,43239.4,,,,,,20231228,경기도 시흥시청,031-310-3873,20251219
19호,기타,,경기도 화성시 동탄구 청계동 533-1,37.2009038629,127.1128570757,593.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
문화1,문화공원,경기도 시흥시 동서로 902-20,경기도 시흥시 산현동 495,37.3779461657,126.8461740007,4653.0,,,,,,,경기도 시흥시청,031-310-3873,20251219
송운공원,근린공원,경기도 시흥시 옥구천동로 434,경기도 시흥시 정왕동 1873-1,37.358378208,126.7323062517,10113.0,,,,,,19940422,경기도 시흥시청,031-310-3865,20251219
군서공원,근린공원,경기도 시흥시 정왕천로369번길 46,경기도 시흥시 정왕동 1581,37.3441305669,126.7453781427,11106.0,체육시설물,조합놀이대,,,,19940422,경기도 시흥시청,031-310-3864,20251219
동보공원,근린공원,,경기도 시흥시 정왕동 1942-3,37.354986366,126.7164093153,10009.0,,,,,,19940422,경기도 시흥시청,031-310-3862,20251219
함현공원,근린공원,경기도 시흥시 함송로29번길 31,경기도 시흥시 정왕동 1878-3,37.3653332895,126.7331614186,12141.0,,,,,,19940422,경기도 시흥시청,031-310-3865,20251219
생기자리 근린공원(용죽지구),근린공원,경기도 평택시 용죽2로 11,경기도 평택시 용이동 656,36.9961818168,127.1235812978,21262.6,배드민턴 라인마킹+배드민턴 포스트+배드민턴장+옆파도타기운동+오금펴기운동+온몸근육운동+하늘걷기운동+허리돌리기운동,강아지흔들놀이대+고양이흔들놀이대+모래포설+양흔들놀이대,음수전+자전거보관대+화장실,,배수관+야외관람석+오수관(토목공사분)(PVC PIPE)+오수맨홀(토목공사분)+유공관+집수정+트렌치B+화장실 기초 타설,20101124,경기도 평택시청,031-8024-4248,20260313
바지산어린이공원,어린이공원,,경기도 용인시 수지구 신봉동 918,37.3202401257,127.077507804,1500.0,,,,,,20021028,,,20250801
신촌 새말 근린공원(신촌지구 동부 101호),근린공원,,경기도 평택시 칠원동 산36-36,,,12317.0,,,,,,20091216,경기도 평택시청,031-8024-4248,20260313
한터어린이공원,어린이공원,,경기도 의정부시 민락동 785,37.745179686,127.0904104518,1525.6,트윈트위스트+ 풀웨이트+ 트윈바디싣업,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
너나들이어린이공원,어린이공원,,경기도 의정부시 민락동 798,37.7439417157,127.0944886984,1572.3,롤링웨이스트+ 트윈바디싣업+ 풀웨이트+ 푸시웨이트+레그프레스+ 크로스워킹+스카이워킹,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
민락교통어린이공원,어린이공원,,경기도 의정부시 민락동 802,37.7432476904,127.0966476037,3668.0,,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
초록어린이공원,어린이공원,,경기도 의정부시 낙양동 713,37.7482093455,127.0963856253,1971.4,레그스트레치+크로스컨트리+워밍암+다목적코트+ 허리돌리기+다리뻗치기+ 역기내리기+역기올리기+ 파도타기+달리기,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
잎새어린이공원,어린이공원,,경기도 의정부시 민락동 826,37.7470718747,127.0974636871,1508.6,롤링웨이스트+트윈바디싣업+풀웨이트,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
소공원월동2,소공원,,경기도 시흥시 월곶동 1063-6,37.3814620821,126.7659459268,370.6,,,,,,20110922,경기도 시흥시청,031-310-3873,20251219
오색어린이공원,어린이공원,,경기도 의정부시 낙양동 748,37.7592790123,127.1162327492,1658.6,허리돌리기+역기내리기+상체근육풀기+윗몸일으키기+공중걷기+파도타기,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
물향기어린이공원,어린이공원,,경기도 의정부시 낙양동 752,37.7532993335,127.1128393149,3004.0,풀웨이트+롤링웨이스트+트윈바디싣업,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
넘실어린이공원,어린이공원,,경기도 의정부시 민락동 892,37.7514213384,127.1147086052,1912.1,풀웨이트+롤링웨이스트+트윈바디싣업,조합놀이대+ 그네 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
광역행정타운1호소공원,소공원,,경기도 의정부시 금오동 482-1,37.7555608544,127.068414929,3187.0,공중걷기+노젓기운동+달리기운동+윗몸일으키기+파도타기+허리돌리기,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
밤일제1소공원,소공원,,경기도 광명시 하안동 871-10,37.4537261743,126.8606936654,521.0,,,,,,20090602,경기도 광명시청,02-2680-2887,20251209
봉우 근린공원,근린공원,경기도 양주시 고암길 306-31,경기도 양주시 덕정동 208-12,37.8367544953,127.0673460947,27110.0,게이트볼장+농구장,물놀이시설+조합놀이대,화장실+육각정자+휴지통,,,19970513,경기도 양주시청 공원사업과,031-8082-7311,20250912
고암 근린공원,근린공원,경기도 양주시 고암길 200-20,경기도 양주시 고암동 581-4,37.8356901745,127.0770575763,23484.0,농구대+게이트볼장,,등벤치+앉음벽+음수대+화장실,,,20021106,경기도 양주시청 공원사업과,031-8082-7311,20250912
광장5호,기타,,경기도 화성시 동탄구 오산동 996-4,37.1873874891,127.086590818,2528.2,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
13호,기타,,경기도 화성시 동탄구 청계동 546-1,37.2016485988,127.1155844283,4118.4,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
금당,어린이공원,경기도 수원시 장안구 금당로 39번길 34,경기도 수원시 장안구 조원동 861,37.3031536654,127.0178391038,2150.0,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
하늘,어린이공원,,경기도 수원시 장안구 천천동 551-16,37.3037025521,126.9756774314,3274.5,,원형무대1,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
61호소공원,소공원,경기도 수원시 장안구 정조로 1053번길 36,경기도 수원시 장안구 송죽동 346-6,37.2992544668,127.003500431,971.3,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
9호소공원,소공원,,경기도 수원시 장안구 율전동 604,37.2982275697,126.9667483989,674.7,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
우주,어린이공원,,경기도 수원시 영통구 망포동 500-6,37.2414917417,127.0632981536,1612.0,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
선유산업단지5호 어린이공원,어린이공원,,경기도 파주시 파주읍 향양리 700-2,37.8532578167,126.808545069,4974.1,,조합놀이대+그네+흔들놀이,,,,,경기도 파주시청,031-940-8406,20250618
해오름,어린이공원,경기도 수원시 영통구 영통로 514번길 53,경기도 수원시 영통구 영통동 948-4,37.2648666466,127.0804513356,3824.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
푸른,어린이공원,경기도 수원시 영통구 영통로 438,경기도 수원시 영통구 영통동 957-2,37.2590383705,127.0739315722,5019.3,다목적구장,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
박지성,어린이공원,경기도 수원시 영통구 봉영로 1517번길 40,경기도 수원시 영통구 영통동 967-4,37.2493568886,127.0663523607,6968.8,다목적구장(농구+풋살)2,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
먼내,어린이공원,경기도 수원시 영통구 동탄원천로 1109번길 22,경기도 수원시 영통구 원천동 463-1,37.2695790405,127.0576419439,1523.0,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
교통,어린이공원,,경기도 수원시 영통구 매탄동 1231-2,37.266299417,127.0574055803,2530.0,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
청록,어린이공원,경기도 수원시 팔달구 경수대로 616번길 32,경기도 수원시 팔달구 우만동 560,37.2809198509,127.0321831354,2275.4,,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,20260115
장다리,어린이공원,,경기도 수원시 팔달구 인계동 998,37.2655509682,127.0240013952,1498.9,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,20260115
백로,어린이공원,,경기도 수원시 팔달구 화서동 728,37.2857916912,126.9816814835,3232.2,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-5191-7043,20260115
세일,어린이공원,경기도 수원시 장안구 이목로 74번길 42,경기도 수원시 장안구 파장동 561,37.3097275571,126.990533045,3172.0,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
번암가족,근린공원,,경기도 수원시 영통구 하동 1002,37.2967187657,127.0849957345,116170.0,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
노양1리 마을쉼터,기타,,경기도 평택시 팽성읍 노양리 40-15,36.9362621949,126.9996020406,999.0,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무매트포장+조합놀이대,음수전,,수목보호대+집수정,,경기도 평택시청,031-8024-4248,20260313
소공원 8호(후사지구),소공원,,경기도 평택시 청북면 후사리 산84-9,37.0348879179,126.9290151614,2975.0,,,,,,20111104,경기도 평택시청,031-8024-4248,20260313
비전쌈지,기타,,경기도 평택시 비전동 788-3,37.0005567062,127.0928664393,0.0,어깨근육풀기+온몸허리돌리기+지압보도,,,,U형측구+집수정+집수정뚜껑+트렌치뚜껑,,경기도 평택시청,031-8024-4248,20260313
소공원 16호,소공원,,경기도 파주시 목동동 1102,37.7200190391,126.7384338155,557.3,,,,,,,경기도 파주시청,031-940-8406,20250618
