faclt_nm,faclt_div_nm,refine_wgs84_lat,refine_wgs84_logt,refine_road_nm_addr,refine_lotno_addr,faclt_telno,room_cnt,plot_ar,build_tfar,aceptnc_posbl_psncnt,parkng_comprt_cnt,convnce_faclt_info,safe_faclt_info,subfaclt_info,opr_hr_info,chrg_info,mnginst_telno,mnginst_nm,dat_crtr_ymd
가평밸리캠핑파크,야영장,37.7747658,127.3585817,경기도 가평군 상면 축령로 143,경기도 가평군 상면 행현리 224-2번지 독박골대청마루,,1,444.0,9.0,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
몬테비얀코,야영장,38.0293633324,127.3866256399,경기도 포천시 이동면 늠바위길 181,경기도 포천시 이동면 장암리 46번지,,43,,,172,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
진위천시민유원지자동차야영장,자동차야영장,37.098102,127.086604,경기도 평택시 진위면 진위서로 264-15,경기도 평택시 진위면 봉남리 432번지,031-665-6231,76,,,256,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-6051,경기도 평택시청,20260316
무수캠핑장,야영장,37.018151,126.868324,경기도 평택시 포승읍 홍원길 14,경기도 평택시 포승읍 홍원리 196-14번지,,24,,,72,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
낭만팩토리,야영장,37.00649307,126.9112084,경기도 평택시 안중읍 안중북로 185-84,경기도 평택시 안중읍 덕우리 115-24번지,,17,,,51,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
내리캠핑장,야영장,36.974808,127.030549,경기도 평택시 팽성읍 내리길 64-23,경기도 평택시 팽성읍 내리 260번지,0507-1377-8446,30,,,88,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3296,경기도 평택시청,20260316
소풍정원캠핑장,야영장,37.011718,127.0197258,경기도 평택시 고덕면 새악길 43-42,경기도 평택시 고덕면 궁리 424-39번지,031-668-4815,47,,,188,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-4248,경기도 평택시청,20260316
모닥모닥,야영장,37.017683,127.134125,경기도 평택시 이화로 266-7,경기도 평택시 월곡동 371번지,,20,,,80,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
포레스트 도일,야영장,37.055255,127.110233,경기도 평택시 원릉군길 171-2,경기도 평택시 도일동 466-3번지,,17,,,51,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
평택캠핑성,야영장,37.063143,127.105837,경기도 평택시 안골길 85-47,경기도 평택시 도일동 381-8번지,,45,,,135,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
베리베리글램핑 관광농원,야영장,37.10882841,127.1096793,경기도 평택시 진위면 진위로 256,경기도 평택시 진위면 동천리 397-1번지,0507-1328-7050,11,,,44,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
백운산체험농장,야영장,37.024613,127.148533,경기도 평택시 월곡길 124-272,경기도 평택시 월곡동 108-1번지,,4,,,16,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
글램핑 봄,야영장,36.941255,126.991403,경기도 평택시 팽성읍 계양로 561,경기도 평택시 팽성읍 신대리 319-6번지,,15,,,60,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
평택항 국민여가캠핑장,자동차야영장,36.933243,126.896006,경기도 평택시 현덕면 서동대로 301,경기도 평택시 현덕면 장수리 369-3번지,031-686-9428,39,,,117,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-8992,경기도 평택시청,20260316
캠프 서해로 1221,야영장,37.00666955,126.930644,경기도 평택시 안중읍 서해로 1221,경기도 평택시 안중읍 용성리 735-8번지,,8,,,32,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
울성캠핑낚시터,야영장,37.016211,127.059263,경기도 평택시 울성길 237-20,경기도 평택시 지제동 815-1번지,,20,,,80,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-8024-3234,경기도 평택시청,20260316
유토피아 힐링 캠핑장,자동차야영장,37.9621749,127.5278805,경기도 가평군 북면 화악산로 1246,경기도 가평군 북면 화악리 1017-1번지,,7,5744.0,264.32,28,7,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
국립유명산자연휴양림,자동차야영장,37.5899719,127.4905005,경기도 가평군 설악면 유명산길 79-156,경기도 가평군 설악면 가일리 231번지,,10,3783.0,135.6,40,10,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
한송오토캠핑장,자동차야영장,37.6013286,127.5350673,경기도 가평군 설악면 묵안로 1012,경기도 가평군 설악면 묵안리 171-4번지,,25,5911.0,196.39,100,25,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
포레스트 카라반 랜드,자동차야영장,37.7524574,127.49645,경기도 가평군 가평읍 상지로 705-38,경기도 가평군 가평읍 산유리 730번지,,1,4635.0,85.12,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
우니메이카(가평점),자동차야영장,37.8277894,127.4831034,경기도 가평군 가평읍 경반안로 223,경기도 가평군 가평읍 경반리 517-5번지 범소가든,,11,2394.0,136.0,44,11,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캠프 올모,자동차야영장,37.6175379,127.5102837,경기도 가평군 설악면 장수로 156-50,경기도 가평군 설악면 설곡리 758-4번지,,26,4657.0,196.0,104,26,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
메기의 추억,자동차야영장,37.8378783,127.3661032,경기도 가평군 조종면 연인산로 296,경기도 가평군 조종면 신하리 48번지,,3,1810.0,85.0,12,3,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
클라우드 나인,자동차야영장,37.7473495,127.3507499,경기도 가평군 상면 수목원로386번길 30,경기도 가평군 상면 행현리 642-1번지,,9,3205.0,39.0,36,9,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
보얀트 캠핑,자동차야영장,37.7546034,127.4038316,경기도 가평군 상면 청군로 273,경기도 가평군 상면 덕현리 156-1번지,,19,5788.0,254.7,76,19,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
스테이지 캠핑앤풀빌라,자동차야영장,37.968274,127.4114902,경기도 가평군 북면 논남기길 501,경기도 가평군 북면 적목리 324-2번지,,10,1687.0,166.0,40,10,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
(주)캠핑어클락,야영장,37.8472919,127.3775559,경기도 가평군 조종면 연인산로474번길 27,경기도 가평군 조종면 마일리 370-3번지,,20,2842.0,134.3,80,20,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
리스캐빈,야영장,37.5969165,127.4919934,경기도 가평군 설악면 유명산길 61-19,경기도 가평군 설악면 가일리 261-10번지,,19,4445.0,175.25,76,19,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
호명산캠프,야영장,37.7446789,127.4455658,경기도 가평군 청평면 우무내길 169,경기도 가평군 청평면 하천리 119-23번지,,40,7882.0,270.88,160,40,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
국립유명산자연휴양림,야영장,37.5929388,127.4910578,경기도 가평군 설악면 유명산길 79-53,경기도 가평군 설악면 가일리 산35번지,,40,12017.0,,160,40,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평 은빛물결 캠핑장,야영장,37.8023626,127.3666106,경기도 가평군 조종면 대보간선로 260,경기도 가평군 조종면 대보리 506-1번지,,18,5383.0,254.13,72,18,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캡틴 카라반 글램핑,야영장,37.780655,127.3713252,경기도 가평군 상면 청군로 776-22,경기도 가평군 상면 임초리 477-5번지,,3,6567.0,214.88,12,3,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평물골숲계곡캠핑장,야영장,37.8366766,127.3139437,,경기도 가평군 상면 봉수리 18-3,,15,3511.0,106.32,60,15,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캠프 고요숲,야영장,37.9719532,127.4552584,경기도 가평군 북면 가화로 2670-71,경기도 가평군 북면 적목리 167-1번지,,9,4666.0,72.74,36,9,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
플로렌스 글램핑 & 캠핑,야영장,37.892867,127.5505046,경기도 가평군 북면 보안벚꽃길 54,경기도 가평군 북면 목동리 1077-2,,1,7292.0,193.39,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
네스트캠핑장,야영장,37.9362788,127.541322,경기도 가평군 북면 화악산로 943-50,경기도 가평군 북면 화악리 750번지,,27,4768.0,334.91,108,27,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
산장관광지,야영장,37.754187,127.4106327,경기도 가평군 상면 덕현산장길 71,경기도 가평군 상면 덕현리 20-13번지,,29,12756.0,,116,29,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
에덴글램핑,야영장,37.7468011,127.5252878,경기도 가평군 가평읍 북한강변로 154,경기도 가평군 가평읍 금대리 583-2번지,,1,395.0,29.7,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
새연리조트 가평현리점,야영장,37.8467459,127.3465521,경기도 가평군 조종면 운악청계로333번길 86,경기도 가평군 조종면 신상리 475-3번지,,2,2059.0,40.32,8,2,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평카라반캠핑농원,야영장,37.8387107,127.5043074,경기도 가평군 가평읍 문화로 291-25,경기도 가평군 가평읍 읍내리 803번지,,1,2382.0,40.0,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
516 글램라반,야영장,37.7722804,127.5361021,경기도 가평군 가평읍 북한강변로 516,경기도 가평군 가평읍 금대리 303-2번지,,1,1446.0,62.4,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
포시즌캠핑장,야영장,37.8272346,127.3202901,경기도 가평군 상면 청군로 1640,경기도 가평군 상면 원흥리 535번지,,1,2889.0,254.77,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
이지캠핑장,야영장,37.6955498,127.4602528,경기도 가평군 설악면 유명로 2110,경기도 가평군 설악면 회곡리 247번지 청평프라자,,6,3064.0,,24,6,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평사과나무캠핑장,야영장,37.7897026,127.3581691,,경기도 가평군 상면 항사리 427-5,,8,2807.0,62.7,32,8,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
동물카라반펜션,야영장,37.7468928,127.359514,경기도 가평군 상면 임초밤안골로 313,경기도 가평군 상면 임초리 624-7번지,,1,2552.0,281.92,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
하늘숲글램핑파크,야영장,37.9044976,127.5620671,경기도 가평군 북면 화악산로 254-38,경기도 가평군 북면 소법리 152-4번지,,1,1994.0,169.15,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
별드림캠핑장,야영장,37.8725079,127.566041,경기도 가평군 가평읍 당목가일길 515,경기도 가평군 가평읍 개곡리 198-1번지,,12,3241.0,72.0,48,12,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
하늘숲캠핑장,야영장,37.7767765,127.5092949,경기도 가평군 가평읍 호반로 2092,경기도 가평군 가평읍 이화리 93번지,,1,2420.0,394.94,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
펫밀리 캠프 온,야영장,37.6997336,127.3956745,,경기도 가평군 청평면 삼회리 185-8,,5,990.0,,20,5,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
둥지캠핑장,야영장,37.6011158,127.5313653,경기도 가평군 설악면 묵안로 976-62,경기도 가평군 설악면 묵안리 305번지,,41,7369.0,459.0,164,41,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
솔바람캠핑장,야영장,37.9041668,127.3746448,경기도 가평군 조종면 명지산로 337-62,경기도 가평군 조종면 상판리 483번지,,27,4761.0,96.0,108,27,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
포세이돈,야영장,37.7018804,127.5177486,경기도 가평군 청평면 고재길 262-101,경기도 가평군 청평면 고성리 36-2번지 (포세이돈수상레저클럽),,1,2853.0,872.47,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
별빛오토캠핑장,야영장,37.6477973,127.4999319,,경기도 가평군 설악면 엄소리 75,,40,6194.0,148.96,160,40,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
세라핌캠프,야영장,37.623976,127.5135722,경기도 가평군 설악면 묵안로 626-17,경기도 가평군 설악면 설곡리 730-1번지,,3,3617.0,130.95,12,3,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
유명산 라온캠핑장,야영장,37.5917975,127.4855056,경기도 가평군 설악면 유명산길 124-29,경기도 가평군 설악면 가일리 산 59,,25,3339.0,62.44,100,25,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캠핑스마일,야영장,37.8456284,127.3850691,경기도 가평군 조종면 연인산로474번길 91-27,경기도 가평군 조종면 마일리 302번지,,22,5095.0,194.91,88,22,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
더존 관광농원,야영장,38.0327459939,127.3803987938,경기도 포천시 이동면 화동로2076번길 125,경기도 포천시 이동면 장암리 146-3번지,,40,,,160,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
