bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,mber_recrut_tot_psncnt
스포츠 타이틀,20111227,,35,직권말소,20220926,031-714-0106,111.47,13558,"경기도 성남시 분당구 정자일로 192 (정자동, 지파크프라자 304호)",경기도 성남시 분당구 정자동 23-1 지파크프라자 304호,463847,37.3673802543,127.1062966088,,209344.984999174,429485.601000644,체력단련장업,사립,,
다이어트 매니아,20071029,,35,직권말소,20190107,,195,,경기도 남양주시 화도읍 경춘로2192번길 7,경기도 남양주시 화도읍 월산리 366-6,472844,37.6539549394,127.3319319687,,229228.730396917,461357.650845782,체력단련장업,사립,,
KP토탈휘트니스,20110511,,35,직권말소,20130927,031-592-2525,,,"경기도 남양주시 경춘로 1260 (평내동,하나프라자 8층)",경기도 남양주시 평내동 579 하나프라자 8층,472140,37.6466740514,127.2348242997,,220652.124875844,460505.017371882,체력단련장업,사립,,
Line fitness,20140918,,35,직권말소,20220418,031-595-5468,532,12226,"경기도 남양주시 의안로 121-20, 2층 (평내동, 우영프라자)",경기도 남양주시 평내동 604-10 우영프라자 2층,472140,37.642848376,127.2370709113,,220865.18,460069.775,체력단련장업,사립,,
주식회사 뚱발의목욕장,20190430,,35,직권말소,20260317,,732.78,10816,"경기도 파주시 문산읍 방촌로 1695-21, 4,5층","경기도 파주시 문산읍 당동리 902 4,5층",10816,37.8648414564,126.7819251598,,180740.288205159,484718.898687549,체력단련장업,사립,,
HGYM 2호점,20190705,,35,직권말소,20260317,,432.03,10905,"경기도 파주시 미래로 369-65, 202, 203호 (동패동)","경기도 파주시 동패동 1761-5 202, 203호",10905,37.7112714815,126.7449491802,,177440.22744005,467679.894332147,체력단련장업,사립,,
라-휘트니스클럽,19991013,,35,직권말소,20180803,,,10360,"경기도 고양시 일산서구 일산로 517, 5층 (일산동)",경기도 고양시 일산서구 일산동 1088-1 5층동,10360,37.6764309251,126.7699782037,,179642.863327983,463805.177727081,체력단련장업,사립,,
파워헬스클럽,19990203,,35,직권말소,20190829,,,,경기도 고양시 덕양구 행당로 38 (행신동),경기도 고양시 덕양구 행신동 653-22,412824,37.6189948246,126.8285563156,,184799.214904513,457415.00154117,체력단련장업,사립,,
원당헬스클럽,19990914,,35,직권말소,20190701,,,,경기도 고양시 덕양구 호국로 797 (주교동),경기도 고양시 덕양구 주교동 615,412812,37.6574006075,126.8365433811,,185508.56753711,461686.490551799,체력단련장업,사립,,
탄현헬스클럽,20000103,,35,직권말소,20180803,,168.53,10239,"경기도 고양시 일산서구 일현로 140, 상가동 4층 (탄현동, 큰마을대림현대아파트)",경기도 고양시 일산서구 탄현동 121 큰마을상가 4층,10239,37.6998549534,126.7625340526,,179210.594088434,466527.785777041,체력단련장업,사립,,
이브핏,20210813,,35,직권말소,20260317,031-839-6779,110.7,10894,"경기도 파주시 금바위로 42, 운정법조타운 2층 209호 (와동동)",경기도 파주시 와동동 1384 운정법조타운,10894,37.7283297393,126.7600162271,,178771.250063023,469568.702177656,체력단련장업,사립,,
탄현헬스뱅크,20010521,,35,직권말소,20250306,,,,,경기도 고양시 일산서구 탄현동 33-32 성명프라자 2층,411839,,,,,,체력단련장업,사립,,
삼성헬스,20010106,,35,직권말소,20190701,,,,경기도 고양시 덕양구 중앙로558번길 13 (행신동),경기도 고양시 덕양구 행신동 945-1,412836,37.6243808822,126.8358284157,,185439.431940951,458015.953940614,체력단련장업,사립,,
청경파워존,20010828,,35,직권말소,20160513,,,,경기도 고양시 덕양구 화정로 52 (화정동),경기도 고양시 덕양구 화정동 970,412827,37.6343605119,126.8313761507,,185048.426384758,459123.51978397,체력단련장업,사립,,
민핏,20240108,,35,직권말소,20260416,,65.48,14409,"경기도 부천시 오정구 고리울로52번길 19-4, 2층 (고강동)",경기도 부천시 오정구 고강동 398,14409,37.5262077675,126.8216931415,,184167.893708183,447122.227448906,체력단련장업,사립,,
바디 마스터 휘트니스,20060710,,35,직권말소,20170623,032-348-2735,434.16,,"경기도 부천시 소사구 소사로 184 (소사본동,3층)",경기도 부천시 소사구 소사본동 184-6 3층,422810,37.4746340409,126.7957632849,,181866.423021461,441401.846805824,체력단련장업,사립,,
우남휘트니스센터,20070405,,35,직권말소,20110711,,383.13,,경기도 부천시 소사구 경인로 509  (괴안동),경기도 부천시 소사구 괴안동 113-6,422803,37.4845976191,126.8116747577,,183273.67,442505.48,체력단련장업,사립,,
(주)소풍스포츠센터,20090625,,35,직권말소,20170502,,384.89,14545,"경기도 부천시 원미구 송내대로 239, 7C02호 (상동, 소풍)",경기도 부천시 원미구 상동 539-1 소풍 7C02호,420863,37.5041752477,126.7566905848,,178411.442079953,444684.405331659,체력단련장업,사립,,
Eva sports,20011130,,35,직권말소,20180320,,342.25,,"경기도 고양시 일산동구 일산로 210 (마두동,선경빌딩 4층)",경기도 고양시 일산동구 마두동 728-2 선경빌딩 4층,410810,37.655182932,126.790025623,,181403.83,461442.335,체력단련장업,사립,,
터짐휘트니스 PT 부천중동점,20100804,,35,직권말소,20250103,,785.1,14546,"경기도 부천시 원미구 석천로 171, 701호 (중동)",경기도 부천시 원미구 중동 1162-5 중동프라자,14546,37.5029949535,126.7625175247,,178927.879428807,444542.260292148,체력단련장업,사립,,
우리짐,20170622,,35,직권말소,20170929,,502.22,10907,"경기도 파주시 와석순환로 86, 501호 (야당동, 지앤지프라자)",경기도 파주시 야당동 1006 지앤지프라자 501호,10907,37.7114766746,126.7502680499,,177909.859750592,467699.037196464,체력단련장업,사립,,
유앤아이짐,20141002,,35,직권말소,20241122,,,17336,경기도 이천시 대월면 대산로288번길 75,경기도 이천시 대월면 대흥리 1-6,467852,37.2495894315,127.4749448906,,242067.166445441,416512.346753706,체력단련장업,사립,,
다이어트아일랜드,20150430,,35,직권말소,20240212,,,17348,경기도 이천시 이섭대천로 1440-22 (증포동),경기도 이천시 증포동 49-8,467110,37.295249781,127.4584343721,,240542.875364503,421587.830056454,체력단련장업,사립,,
48 싸이클,20150430,,35,직권말소,20241122,,,17362,경기도 이천시 안흥로 지하 53 (갈산동),경기도 이천시 갈산동 610,467070,37.2825208505,127.4552037693,,240293.35038379,420171.770761835,체력단련장업,사립,,
단원헬스타운,20030507,,35,직권말소,20191209,,,15464,"경기도 안산시 단원구 광덕4로 220 (고잔동,404,405호)","경기도 안산시 단원구 고잔동 729 404,405호",425809,37.3145105673,126.8370183601,,185480.855128458,423624.823034075,체력단련장업,사립,,
원 트레이닝센터,20190508,,35,직권말소,20240212,,117,17353,경기도 이천시 아리역로 63 (송정동),경기도 이천시 송정동 82,17353,37.2904756407,127.4444359892,,239352.821770066,421042.283834639,체력단련장업,사립,,
거산 휘트니스,20240514,,35,직권말소,20241220,,16.52,17403,"경기도 이천시 대월면 경충대로1687번길 192, 1층",경기도 이천시 대월면 부필리 401-1 1층,17403,37.2285165088,127.5127721148,,245429.920531104,414186.159611893,체력단련장업,사립,,
현대스포빌,20080717,,35,직권말소,20190613,,262.3,18454,"경기도 화성시 동탄구 메타폴리스로 53, 스타프라자 6층 (반송동)",경기도 화성시 동탄구 반송동  92-7 스타프라자,18454,37.2022203977,127.0731918872,,206427.276441127,411149.170349989,체력단련장업,사립,,
수휘트니스헬스클럽,20050321,,35,직권말소,20200608,,,,경기도 수원시 권선구 세권로 203 (권선동),경기도 수원시 권선구 권선동 1049-10,441824,37.2552794634,127.0264553046,,202276.151203932,417042.809091726,체력단련장업,사립,,
피닉스헬스,20040422,,35,직권말소,20111213,,231,,경기도 남양주시 진접읍 봉현로 25,경기도 남양주시 진접읍 장현리 659-2,472865,37.7158502216,127.179798532,,215783.162912088,468167.64317412,체력단련장업,사립,,
미다스 짐,20150410,,35,직권말소,20230816,,239.58,17564,경기도 안성시 공도읍 진사길 8,경기도 안성시 공도읍 진사리 22-59,456826,36.9931703854,127.1378682818,,212210.782553695,387965.265445899,체력단련장업,사립,,
제이짐 중앙대점 4호점,20160412,,35,직권말소,20230816,,746.31,17546,"경기도 안성시 대덕면 대학3길 28, 3층",경기도 안성시 대덕면 내리 685-11번지 3층,17546,37.0020242697,127.2259867889,,220046.2542165,388955.22183638,체력단련장업,사립,,
한국남녀헬스클럽,19961016,,35,직권말소,20171016,,,11038,경기도 연천군 전곡읍 전곡역로 50 (성신빌딩),경기도 연천군 전곡읍 전곡리 2통17반,,,,,205945.000890602,502287.593636414,체력단련장업,사립,,
동막골 유황천,20060127,,35,직권말소,20081209,,,,경기도 연천군 연천읍 동막로25번길 181,경기도 연천군 연천읍 동막리 467,486801,38.0895078246,127.0810958443,,207088.335803641,509642.681873571,체력단련장업,사립,,
월드헬스클럽,20081009,,35,직권말소,20171016,,192.4,11038,경기도 연천군 전곡읍 전곡역로 50,경기도 연천군 전곡읍 전곡리 302-37,486903,38.0233538273,127.0685298478,,205945.000890602,502287.593636414,체력단련장업,사립,,
로얄헬스클럽,20040305,,35,직권말소,20170201,031-771-8335,,,경기도 양평군 양서면 북한강로 13 (3층),경기도 양평군 양서면 양수리 1037 3층,476823,37.545207945,127.320324053,,228237.096289723,449266.218804103,체력단련장업,사립,,
썬휘트니스클럽,20080807,,35,직권말소,20170201,,,,경기도 양평군 양평읍 남북로 75,경기도 양평군 양평읍 공흥리 441-9,476801,37.4894240096,127.5015384481,,244286.37134099,443147.085288349,체력단련장업,사립,,
헬스클럽다이나믹,20030303,,35,직권말소,20230428,,277,12215,"경기도 남양주시 와부읍 덕소로116번길 17-6, 2층 (세훈빌딩)",경기도 남양주시 와부읍 덕소리 517-2 세훈빌딩 2층,472901,37.5844145381,127.2103201738,,218510.691157833,453598.478151452,체력단련장업,사립,,
남양헬스,20011029,,35,직권말소,20150804,031-352-2538,,,"경기도 화성시 남양시장로 99 (남양동,2층)",경기도 화성시 만세구 남양읍 남양리 1273-1 2층,445010,37.2107266585,126.819839239,,183932.793924511,412123.699322666,체력단련장업,사립,,
엔엔엔피티,20210827,,35,직권말소,20251126,,135.02,18478,"경기도 화성시 동탄구 동탄대로 537, 라스플로레스 5층 512호 (오산동)",경기도 화성시 동탄구 오산동  1019,18478,37.2022258061,127.0979268967,,208624.936086903,411151.948385108,체력단련장업,사립,,
안성휘트니스클럽,20070115,,35,직권말소,20140729,031-671-2350,567,,경기도 안성시 중앙로 360,경기도 안성시 석정동 29-2,456240,37.0078623967,127.2666662514,,223664.412302227,389611.616658011,체력단련장업,사립,,
유니온 휘트니스,20040202,,35,직권말소,20180328,031-312-5593,,,"경기도 시흥시 비둘기공원7길 33 (대야동,,2,3,4 호 시흥디아망상가 6층)","경기도 시흥시 대야동 543-1 ,2,3,4 호 시흥디아망상가 6층",429010,37.4430055784,126.7927588701,,181596.577677484,437913.268307503,체력단련장업,사립,,
한강헬스클럽,20010122,,35,직권말소,20230428,,,,경기도 남양주시 와부읍 덕소로 93 (희빌딩 8층),경기도 남양주시 와부읍 덕소리 474-5 희빌딩 8층,472901,37.5858618368,127.2124212818,,218690.759594566,453747.876208728,체력단련장업,사립,,
킹짐,20050330,,35,직권말소,20240117,,321.62,16273,"경기도 수원시 장안구 장안로 54 (영화동, 칠공빌딩)",경기도 수원시 장안구 영화동 392-4,16273,37.2896489983,127.004296873,,200313.84150289,420855.220262142,체력단련장업,사립,,
굿모닝헬스,20030326,,35,직권말소,20190717,,162,,경기도 수원시 영통구 봉영로1744번길 11 (영통동),경기도 수원시 영통구 영통동 1053-2,443817,37.266642552,127.083046794,,207355.210296246,418229.400592942,체력단련장업,사립,,
A1휘트니스,20181019,,35,직권말소,20230405,031-683-8180,507.76,17955,"경기도 평택시 포승읍 여술1길 15, 거북선주차복합빌딩 3층 301호",경기도 평택시 포승읍 도곡리 1123-5,17955,36.9862889491,126.8446757436,,186102.545715918,387196.777463375,체력단련장업,사립,,
가이드짐,20190228,,35,직권말소,20230315,,170.16,17941,"경기도 평택시 안중읍 송담5길 8, 3층",경기도 평택시 안중읍 송담리 854-12,17941,36.9766496639,126.9259226637,,193332.221847642,386117.970560165,체력단련장업,사립,,
중앙헬스,19930227,,35,직권말소,20151209,,120,15282,경기도 안산시 상록구 안산천동로3길 14-1 (월피동),경기도 안산시 상록구 월피동 453-15,15282,37.3336104994,126.8499675274,,186632.928329387,425743.120681466,체력단련장업,사립,,
백두헬스클럽,19960323,,35,직권말소,20191105,,,15361,경기도 안산시 단원구 고잔1길 54 (고잔동),경기도 안산시 단원구 고잔동 540-5,425868,37.31795904,126.8395612666,,185707.959371413,424005.454092437,체력단련장업,사립,,
piston체대입시,19970317,,35,직권말소,20151209,,120,15538,"경기도 안산시 상록구 본오로 145 (본오동, 우성상가)",경기도 안산시 상록구 본오동 872-20 우성상가,15538,37.2972382934,126.8663023214,,187967.10171364,421755.033374402,체력단련장업,사립,,
Sky남.여헬스클럽,20010616,,35,직권말소,20100112,,258.94,,,경기도 안산시 상록구 월피동 448 현대2차a A상가 3호,426853,,,,186651.484470924,425455.065152743,체력단련장업,사립,,
엔스포휘트니스,20090403,,35,직권말소,20190315,031-917-5000,369.16,10377,"경기도 고양시 일산서구 대산로 215, 501,502,504,505호 (대화동, 연세프라자)","경기도 고양시 일산서구 대화동 2143 연세프라자 501호,502호,504호,505호",10377,37.6782449931,126.7545149948,,178275.582838926,464009.313723083,체력단련장업,사립,,
크로스핏도전,20160129,,35,직권말소,20200804,,96.37,16226,경기도 수원시 영통구 대학1로 51-1 (이의동),경기도 수원시 영통구 이의동 1259-1 지층,16226,37.2997840844,127.0455837526,,203970.341705101,421978.41485933,체력단련장업,사립,,
이루어짐,20160623,,35,직권말소,20190326,031-213-0779,130,16545,"경기도 수원시 영통구 효원로 393, 405호 (매탄동, 밀래니엄프라자)",경기도 수원시 영통구 매탄동 1267-5 405호,16545,37.2591188639,127.0447004326,,203881.964444371,417467.082644757,체력단련장업,사립,,
프라이빗 코르필라테스,20161212,,35,직권말소,20200608,,231.04,16388,"경기도 수원시 권선구 금곡로118번길 10, 309호 (금곡동)",경기도 수원시 권선구 금곡동 1088-1 309호,16388,37.2734486576,126.9429531065,,194870.34304597,419057.013621061,체력단련장업,사립,,
