bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
바우스토리 일산점,20110727,폐업,,,,,경기도 고양시 일산동구 백석동 **** *층,,2026-01-13 17:14:05,,181340.103007961,460616.319095709
튼튼동물병원,20110804,폐업,031-811-9975,,,,경기도 고양시 일산동구 백석동 **** 우람모모 오피스텔 *층 ***호,,2026-01-13 17:14:05,,181155.460369535,459965.050429279
씨즈퍼피 일산점,20110916,폐업,,,,,경기도 고양시 일산동구 장항동 ***-* 메트로폴리스 ***호,10397,2026-01-13 17:14:05,,179617.369579689,461673.375689469
애견마을,20111129,폐업,031-905-0907,0,10449,"경기도 고양시 일산동구 일산로 **, ***호 (백석동, 효성레제스오피스텔)",경기도 고양시 일산동구 백석동 ****-* ***호,,2026-01-13 17:14:05,,181125.868355452,459934.289842367
몽이냥이,20111129,폐업,031-938-2244,0,,,경기도 고양시 덕양구 행신동 ****-* 월드타원 ***호,,2026-01-13 17:14:05,,186217.186952474,457391.406341008
퍼피스타,20111201,폐업,031-911-6664,,,,경기도 고양시 일산서구 덕이동 ***-* 양우씨네플렉스 제*G-***호,10234,2026-01-13 17:14:05,,178517.447217018,465351.3125131
화정애견,20120412,폐업,031-962-0075,,,경기도 고양시 덕양구 은빛로**번길 ** (화정동),경기도 고양시 덕양구 화정동 ***-*,,2026-01-13 17:14:05,,185110.31,459754.585
이마트 일산점,20120824,폐업,031-950-1052,,,,경기도 고양시 일산동구 백석동 ****,,2026-01-13 17:14:05,,180731.148172095,460645.088503364
롯데마트 고양점 수족관(펫코리아7),20120824,폐업,,0,10495,"경기도 고양시 덕양구 충장로 ***, 롯데마트 고양점 (행신동)",경기도 고양시 덕양구 행신동 *** 롯데마트 고양점,,2026-01-13 17:14:05,,185469.285638831,458105.907013269
(주)에이플러스 일산점,20120829,폐업,,,,,경기도 고양시 일산동구 장항동 ***,10397,2026-01-13 17:14:06,,179536.212704008,461876.531597015
한강아쿠아 (롯데마트 주엽점),20120829,폐업,,0,10379,"경기도 고양시 일산서구 중앙로 ****, 롯데마트 (주엽동)",경기도 고양시 일산서구 주엽동 ** 롯데마트,,2026-01-13 17:14:06,,178348.883331191,463464.183725362
아쿠아플러스(주) 킨텍스점,20120829,폐업,,,,경기도 고양시 일산서구 호수로 *** (대화동),경기도 고양시 일산서구 대화동 ****,,2026-01-13 17:14:06,,178006.080301401,462865.812502378
쥬박스 프렌치,20220303,폐업,,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 B***호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스 B***호,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
톰과 젤리,20220308,폐업,,0,10236,"경기도 고양시 일산서구 덕이로 **, ***호 (덕이동)",경기도 고양시 일산서구 덕이동 ***-* ***호,10234,2026-01-13 17:14:11,,178099.272763735,465400.964539669
THE QUEEN’S TALE,20180510,폐업,,0,10867,경기도 파주시 하늘채길 **-** (하지석동),경기도 파주시 하지석동 ***-**,10867,2026-01-13 17:26:35,,178107.511398744,472724.135115902
큐티켓,20180511,폐업,,0,10930,"경기도 파주시 중앙로 ***, *층 (금촌동)",경기도 파주시 금촌동 ***-**,,2026-01-13 17:26:35,,180305.545775277,473146.308950026
미엘동물병원,20180518,폐업,031-935-5009,0,10874,"경기도 파주시 청석로 ***, *층 (동패동)",경기도 파주시 동패동 ****-*,,2026-01-13 17:26:35,,175093.092934159,469277.590463923
마이펫월드,20180612,폐업,,0,10928,경기도 파주시 평화로 ** (금촌동),경기도 파주시 금촌동 ***-*,,2026-01-13 17:26:35,,179845.342247591,473114.029831126
PET DAY(펫데이),20181116,폐업,070-7543-8259,0,10892,"경기도 파주시 교하로 **, 신운정프라자* ***호 (목동동)",경기도 파주시 목동동 ***,,2026-01-13 17:26:35,,176413.412179713,469606.528831755
플레이독,20190627,폐업,,0,10878,경기도 파주시 순못길 ** (다율동),경기도 파주시 다율동 ***-*,,2026-01-13 17:26:35,,174858.457243714,469604.72101038
페리토 파주야당점,20190822,폐업,031-957-9995,0,10908,"경기도 파주시 경의로 ****, 삼융타워 *층 ***호 (야당동)",경기도 파주시 야당동 ****-*,,2026-01-13 17:26:35,,178774.774226264,468034.044403456
아담스펫강아지 &amp; 가필드고양이,20190903,폐업,,0,10900,"경기도 파주시 와석순환로***번길 *-**, *층 (목동동)",경기도 파주시 목동동 ****-*,,2026-01-13 17:26:35,,176891.19,468686.560000001
로뎀애견카페,20191223,폐업,031-953-7576,0,10820,"경기도 파주시 문산읍 방촌로 ****, *층",경기도 파주시 문산읍 문산리 ***-*,,2026-01-13 17:26:35,,180407.163470129,484247.169548502
골든라인 불리즈,20200416,폐업,,0,10882,"경기도 파주시 산남로***번길 **-*, *층 (산남동)",경기도 파주시 산남동 ***-*,,2026-01-13 17:26:35,,173502.769080485,466282.437023135
고고펫,20200420,폐업,,0,10883,"경기도 파주시 심학산로 **, *층 (서패동)",경기도 파주시 서패동 ***,,2026-01-13 17:26:35,,173366.213960005,468183.083155475
숑블리 펫하우스,20200630,폐업,,0,10900,"경기도 파주시 심학산로***번길 **-*, *층 ***호 (목동동)",경기도 파주시 목동동 ****-*,,2026-01-13 17:26:35,,176904.021081101,468524.543527407
펫데이,20210415,폐업,,0,10892,"경기도 파주시 교하로 **, 신운정프라자* *층 ***호 (목동동)",경기도 파주시 목동동 ***,,2026-01-13 17:26:35,,176413.412179713,469606.528831755
LOB KENNEL,20210602,폐업,,0,10952,경기도 파주시 광탄면 보광로 ***,경기도 파주시 광탄면 마장리 **-*,10952,2026-01-13 17:26:35,,190695.210200371,474326.641315202
워킹퍼피,20210827,폐업,,0,10927,"경기도 파주시 동산*길 **, **시편의점 *층 (금촌동)",경기도 파주시 금촌동 ***-* **시편의점,,2026-01-13 17:26:35,,179699.758253574,473224.319333401
아쿠아플러스(주) 시화점,20120830,폐업,032-426-3578,0,,경기도 시흥시 희망공원로 *** (정왕동),경기도 시흥시 정왕동 ****-*,15119,2026-03-10 21:36:02,,175571.408649221,427063.061719326
코코몽하우스,20140710,폐업,,0,15853,"경기도 군포시 고산로***번길 **, ***호 (당정동, 광개토프라자)",경기도 군포시 당정동 ***-* 광개토프라자 ***호,,2026-01-13 17:16:33,,196076.023665636,427123.13680243
(주)한라펫,20120829,폐업,,0,16923,경기도 용인시 기흥구 진산로 *** (보정동),경기도 용인시 기흥구 보정동 ***-* 롯데마트 *층,,2026-03-26 22:51:34,,208744.181347972,424312.39111545
해피애견타운 용인수지점,20140321,폐업,031-365-4545,0,16857,"경기도 용인시 수지구 수지로 **, ***호 (상현동)",경기도 용인시 수지구 상현동 ***-*,,2026-03-26 22:51:43,,206657.909660156,423113.578121466
금릉동물병원,20111122,폐업,031-948-3375,,,,경기도 파주시 금촌동 ***-* 프라임타워 ***호,,2026-01-13 17:26:34,,179349.516188193,472107.243860378
캣츠온탑,20130619,폐업,,0,10928,경기도 파주시 새꽃로 *** (금촌동),경기도 파주시 금촌동 ***-***,,2026-01-13 17:26:34,,179783.904664153,473504.69337339
Pet.Planet,20170403,폐업,,0,17421,경기도 이천시 장호원읍 서동대로****번길 **-**,경기도 이천시 장호원읍 장호원리 ***,,2026-05-11 22:06:36,,254657.220897796,401706.137935408
하이브리드독,20201007,폐업,,0,17370,경기도 이천시 중리천로 ** (창전동),경기도 이천시 창전동 ***-*,,2026-05-11 22:06:37,,239667.673162048,419671.368493251
메디엘 펫샵,20170511,폐업,031-985-7075,0,10071,"경기도 김포시 김포한강*로 *** (구래동, 한강메디플라자)",,,2026-01-13 17:17:04,,166936.831918612,460452.342591637
퍼피월드,20220121,폐업,,0,10125,경기도 김포시 고촌읍 장차로 **,경기도 김포시 고촌읍 신곡리 ***-*,10130,2026-01-13 17:17:05,,179708.017662443,455767.089170851
(주)그린프레밀리,20120829,폐업,031-946-3805,0,,경기도 고양시 일산서구 경의로 *** (대화동),경기도 고양시 일산서구 덕이동 ***,10234,2026-01-13 17:14:06,,178789.757869856,465153.656242302
(주)가성아쿠아홈펫,20120917,폐업,02-832-4429,0,,경기도 고양시 일산동구 중앙로 **** (마두동),경기도 고양시 일산동구 마두동 ***-*,,2026-01-13 17:14:06,,180232.752598414,461372.68276209
원더와와,20121127,폐업,,0,,경기도 고양시 일산동구 공릉천로***번길 **-** (사리현동),경기도 고양시 일산동구 사리현동 ***-**,,2026-01-13 17:14:06,,186078.6129537,466903.059408816
긔요미펫,20130523,폐업,031-977-4943,0,10333,경기도 고양시 일산동구 중산로 *** (중산동),경기도 고양시 일산동구 중산동 ****-* 그린코아 *층 ***호,,2026-01-13 17:14:06,,180576.644681946,465568.74568733
사랑해줄개,20130916,폐업,031-901-2105,0,,,경기도 고양시 일산동구 백석동 **** 브라운스톤오피스텔상가 ***호,,2026-01-13 17:14:06,,181199.730502486,459483.063667204
위즈펫 동물병원,20131116,폐업,031-916-7582,0,,,경기도 고양시 일산서구 주엽동 **,,2026-01-13 17:14:06,,178348.883331191,463464.183725362
꽃개하우스,20140103,폐업,070-4192-8114,0,,,경기도 고양시 일산동구 장항동 *** 라페스타 E동 ***호,10397,2026-01-13 17:14:06,,179444.375045271,462243.31266478
쁘리펫,20140227,폐업,031-924-2008,0,10369,경기도 고양시 일산서구 일산로***번길 **-* (대화동),,,2026-01-13 17:14:06,,178680.601447681,464512.960621885
(주)더존다스,20120308,폐업,02-6233-5058,0,,경기도 하남시 검단산로 *** (창우동),경기도 하남시 창우동 ***-*,,2026-03-26 22:46:33,,220505.738175189,448501.778102488
퍼피하우스,20131114,폐업,,0,12970,경기도 하남시 신장로 *** (덕풍동),경기도 하남시 덕풍동 ***-*,,2026-03-26 22:46:33,,217710.254069922,448702.441410437
개팔자 상팔자,20140304,폐업,,0,12958,경기도 하남시 하남대로***번길 ** (신장동),경기도 하남시 신장동 ***-***,,2026-03-26 22:46:33,,218222.706526805,448502.016388903
HOT DOG,20160811,폐업,,0,12978,경기도 하남시 역말로 ** (덕풍동),경기도 하남시 덕풍동,,2026-03-26 22:46:33,,217898.176791557,448398.61009268
오픈주 하남스타필드점,20160829,폐업,031-8069-4150,0,12942,"경기도 하남시 미사대로 ***, G***호 (신장동, 스타필드하남)",경기도 하남시 신장동 ***,,2026-03-26 22:46:33,,219699.010520355,449270.371200837
미사마이펫,20170125,폐업,031-795-7590,0,12903,"경기도 하남시 미사강변한강로***번길 **, *층 ***호 (망월동)",경기도 하남시 망월동 ***-**,,2026-03-26 22:46:33,,216676.699181135,452561.776563502
미스터앤미세스멍 하남점,20171127,폐업,,0,12903,경기도 하남시 미사강변한강로***번길 ** (망월동),경기도 하남시 망월동 ***-**,,2026-03-26 22:46:33,,216717.035426186,452555.324115425
아담스펫 강아지 하남점,20191120,폐업,,0,13012,"경기도 하남시 위례대로 ***, 위례 효성해링턴 타워 ***호 (학암동)",경기도 하남시 학암동 *** 위례 효성해링턴 타워,,2026-03-26 22:46:33,,213058.482635591,441828.263808067
꽃강아지,20190125,폐업,,0,12962,"경기도 하남시 신장로**번길 *, *층 (천현동)",경기도 하남시 천현동 ***-**,,2026-03-26 22:46:33,,218697.618341048,448138.846323757
준아애견,20220719,폐업,,0,10838,"경기도 파주시 파주읍 새봉암길 ***, 위즈건설 *층",경기도 파주시 파주읍 봉암리 ***-* 위즈건설,,2026-01-13 17:26:35,,181806.83607335,481160.049772539
동물보육원 파주광탄지부,20220825,폐업,,0,10948,"경기도 파주시 광탄면 혜음로 ****, *층",경기도 파주시 광탄면 신산리 ***-*,,2026-01-13 17:26:35,,186466.65714656,475520.575127867
가정애견,20230110,폐업,,0,10809,경기도 파주시 파평면 배머리길 ***,경기도 파주시 파평면 마산리 ***-*,10809,2026-01-13 17:26:35,,186953.044246723,486876.967358441
오드리 펫,20230126,폐업,,0,10900,경기도 파주시 와석순환로***번길 *-*(목동동),경기도 파주시 목동동 ****-*,,2026-01-13 17:26:35,,176767.438400753,468641.533485981
햄스테라,20230612,폐업,,0,10892,"경기도 파주시 청암로**번길 **, 뚱갈프라자 ***호 (목동동)",경기도 파주시 목동동 *** 뚱갈프라자,,2026-01-13 17:26:35,,176653.040765736,469647.115697032
(주)팜스코 애견사랑방,20120104,폐업,031-819-3743,,,"경기도 이천시 부발읍 신아로 **, *동",경기도 이천시 부발읍 아미리 ***-**** *동,,2026-05-11 22:06:34,,243266.516445693,417484.592072027
멋내는 애견,20121211,폐업,031-637-4020,0,,경기도 이천시 서희로 ** (중리동),경기도 이천시 창전동 ***-**,,2026-05-11 22:06:34,,,
몽몽하우스 강아지분양 일산점,20220322,폐업,,0,10219,"경기도 고양시 일산서구 송포로 **, 대륙종합상가 ***호 (대화동)",경기도 고양시 일산서구 대화동 ****-* 대륙종합상가 ***호,,2026-01-13 17:14:11,,176315.238339257,463055.262580882
"쥬박스 애견, 애묘",20220509,폐업,031-913-0649,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 지하*층 B***~***(*개 호실 제외)호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
과천농원,20081014,폐업,,0,,,경기도 과천시 갈현동 ***-*,13840,2026-03-26 22:03:45,,198120.366314782,434369.576798585
성덕애견,20081014,폐업,,,,,경기도 과천시 갈현동 **-*,13840,2026-03-26 22:03:45,,198709.829221636,434373.529689622
(주)가성 아쿠아 홈넷,20120906,폐업,02-502-4429,,,,경기도 과천시 별양동 *-** 뉴코아아울렛,,2026-03-26 22:03:45,,199209.021144538,436019.965418918
럭셔리하 개,20160229,폐업,02-3679-1505,0,13835,"경기도 과천시 별양로 ** (원문동, 래미안 슈르 아파트상가 A동 ****호)",,,2026-03-26 22:03:45,,199247.7714676,435394.603870331
애니케어동물병원 동물판매업,20121112,폐업,031-567-7589,,,경기도 구리시 벌말로 *** (수택동),경기도 구리시 토평동 ***-*,,2026-01-13 17:16:02,,212998.386114236,453738.950127028
HAPPY TREE(해피트리),20130201,폐업,031-514-5757,0,11937,"경기도 구리시 이문안로 **, *층 *호 (교문동, 한성아파트)",경기도 구리시 교문동 ***-* 한성아파트,,2026-01-13 17:16:02,,212014.940986074,454582.416314153
언니네애견미용실,20130502,폐업,031-516-1602,0,11938,경기도 구리시 장자대로**번길 ** (교문동),경기도 구리시 교문동 ***-*,,2026-01-13 17:16:02,,211579.965206829,454023.164805121
멍하개,20191218,폐업,,0,11935,"경기도 구리시 안골로**번길 **, ***호 (교문동)",경기도 구리시 교문동 ***-* 순복음은혜교회,,2026-01-13 17:16:03,,211770.736798793,454685.367777461
이쁘개,20200131,폐업,,0,11931,"경기도 구리시 검배로**번길 **-*, *층 (수택동)",경기도 구리시 수택동 ***-*,,2026-01-13 17:16:03,,212917.482462257,454922.682963563
댕댕그루밍,20200908,폐업,,0,11941,경기도 구리시 이문안로**번길 **-* (수택동),경기도 구리시 수택동 ***-**,,2026-01-13 17:16:03,,212530.905295278,454467.765077798
꽃강아지 구리점,20200911,폐업,,0,11938,"경기도 구리시 장자대로 *, *층 (교문동)",경기도 구리시 교문동 ***-*,,2026-01-13 17:16:03,,211517.170478569,453959.003852763
드림바이오,20210209,폐업,,0,11906,"경기도 구리시 동구릉로***번길 **, 제조업소 (사노동)",경기도 구리시 사노동 ***-** 제조업소,,2026-01-13 17:16:03,,212416.512659544,459489.461902234
웰니스 동물병원,20210929,폐업,031-565-5275,0,11915,"경기도 구리시 동구릉로***번길 **, 엘마트 구리점 *층 (인창동)",경기도 구리시 인창동 *** 구리유통종합상가,,2026-01-13 17:16:03,,212367.118425352,456712.576784184
smile pups,20220919,폐업,,0,11941,"경기도 구리시 이문안로***번길 **, *층 (수택동)",경기도 구리시 수택동 ***-**,,2026-01-13 17:16:03,,212809.737753346,454530.147241272
구리강아지분양 애견미용 에르펫츠 구리점,20240312,폐업,,0,11941,"경기도 구리시 이문안로***번길 **, *층 (수택동)",경기도 구리시 수택동 ***-** *층,,2026-01-13 17:16:03,,212809.737753346,454530.147241272
신월 애견농장,20100909,폐업,,,,경기도 남양주시 진건읍 사릉로***번길 **,경기도 남양주시 진건읍 신월리 **,,2026-01-13 17:17:34,,214628.448602122,462424.212123239
제니애견,20110811,폐업,,,,경기도 남양주시 진건읍 진관로***번길 **,경기도 남양주시 진건읍 배양리 ***-*,,2026-01-13 17:17:34,,,
