bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
새로운 노래연습장,폐업,19990416,"경기도 여주시 여흥로11번길 41, 지하1층 (하동)",경기도 여주시 하동 125-24,12623,,37.2985831402,127.6307390186,,20200709,,,,255852.781947395,422030.768961257,노래연습장업,유통관련업,,,125.03,,1,,,,5,2,Y,Y,Y,Y,Y,Y,,,,
새롬 노래연습장,폐업,20011126,경기도 시흥시 삼미시장4길 9  (신천동),경기도 시흥시 신천동 760-14,14948,031-314-3657,37.4393714298,126.7835010839,,20200117,,,,180768.921124367,437491.716469733,노래연습장업,유통관련업,,,106.0,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
새롬노래연습장,폐업,19990707,"경기도 안산시 단원구 라성안길 1  (원곡동,301호)",경기도 안산시 단원구 원곡동 846-8 301호,15382,,37.3265822742,126.8013801329,,20170101,,,,182324.621337733,424967.51802215,노래연습장업,유통관련업,,,150.19,,,근린생활시설,,,7,2,N,N,N,Y,N,N,,,,
새롬노래연습장,폐업,19971226,"경기도 안양시 동안구 인덕원로30번길 50 (관양동,지하1층)",경기도 안양시 동안구 관양동 1501-15 지하1층,13951,,37.4006477625,126.9756595714,,20181107,,,,197773.074096648,433173.89845327,노래연습장업,유통관련업,,,103.0,,,,,,7,,N,N,N,N,N,N,,,,
새별기업 더게임 코인노래연습장,영업중,20180202,"경기도 성남시 분당구 서현로210번길 2, 성지하이츠텔 지하층 03,04,05호 (서현동)",경기도 성남시 분당구 서현동 245-3 성지하이츠텔,13591,031-703-0258,37.3868402515,127.1254778229,,,,,,211042.540362604,431647.406522485,노래연습장업,유통관련업,16,,152.21,12,4,근린생활시설,2.0,123.0,23,13,Y,Y,Y,Y,,Y,,,,중심상업지역
새서울노래연습장,직권말소,19990617,경기도 오산시 오산로 227 (오산동),경기도 오산시 오산동 879-9,18137,,37.1472345177,127.0682423579,,20140828,,,,205988.999385267,405057.032300675,노래연습장업,유통관련업,,,254.54,,,,,,1,,N,N,N,,N,N,,,,
새솔노래연습장,영업중,20200827,"경기도 화성시 만세구 꽃내음1길 19-18, 송산프라자 3층 301호 (새솔동)",경기도 화성시 만세구 새솔동 0 송산프라자,18244,,37.2837850543,126.8184264505,,,,,,,,노래연습장업,유통관련업,,,72.82,,,,,,3,,Y,Y,,,,Y,,,,
새스타노래연습장,직권말소,19990813,"경기도 성남시 분당구 돌마로 67 (금곡동,금산젬월드 지하)",경기도 성남시 분당구 금곡동 157 금산젬월드 지하,13618,,37.350499041,127.1095236628,,20201228,,,,209632.610966065,427611.3567014,노래연습장업,유통관련업,11,학교정화(상대),130.05,7,4,근린생활시설,1.0,44.0,8,4,Y,Y,Y,Y,Y,Y,,,,일반상업지역
새우깡 노래연습장,영업중,20030520,경기도 안산시 상록구 도매시장로 105 (일동),경기도 안산시 상록구 일동 577-2 2층,15322,,37.3149021468,126.8640211095,,,,,,187876.883371106,423664.354864081,노래연습장업,유통관련업,,,131.17,2,,근린생활시설,2.0,40.0,5,1,N,Y,Y,Y,Y,Y,,,,일반주거지역
새우깡노래연습장,폐업,20040217,,경기도 화성시 병점구 병점동  475-1,18412,,,,,20051212,,,,,,노래연습장업,유통관련업,,,78.4,2,,,1.0,,5,1,N,Y,Y,Y,Y,Y,,,,
새천년,폐업,20000114,경기도 수원시 팔달구 매산로 61-11  (매산로3가),경기도 수원시 팔달구 매산로3가 28-6,16456,,37.2696241878,127.0074396241,,20030425,,,,200589.159978072,418629.573862271,노래연습장업,유통관련업,,,75.31,,,,,,5,,Y,Y,N,Y,Y,Y,,,,
새천년 노래연습장,직권말소,19991115,경기도 남양주시 진접읍 금강로 1561,경기도 남양주시 진접읍 장현리 84-15,12005,031-528-1330,37.7300634317,127.1930716568,,20230727,,,,216950.876373805,469748.371019358,노래연습장업,유통관련업,,,,,1,,,,7,1,N,N,N,Y,N,N,,,,
새천년 노래연습장,폐업,20010807,"경기도 안양시 만안구 장내로 86, 지하1층호 (안양동)",경기도 안양시 만안구 안양동 707-23,13998,,37.395043518,126.9183296354,,20200325,,,,192700.391998964,432551.059972199,노래연습장업,유통관련업,,,265.53,,,,,,9,2,N,N,N,Y,N,N,,,,
새천년노래연습장,영업중,20010122,"경기도 안양시 만안구 박달로578번길 42 (안양동,(지층))",경기도 안양시 만안구 안양동 873-166 (지층),14005,,37.4007514756,126.9169636067,,,,,,192577.249466911,433186.235599698,노래연습장업,유통관련업,,,126.88,,,,,,4,2,N,N,N,Y,N,N,,,,
새천년노래연습장,직권말소,20070216,"경기도 안산시 상록구 광덕1로 350  (이동,지하101호)",경기도 안산시 상록구 이동 720 지하101호,15495,,37.3064909311,126.8488582332,,20120224,,,,186529.377656122,422732.964717089,노래연습장업,유통관련업,,,253.88,,,근린생활시설,,,,1,N,Y,N,Y,N,N,,,,일반상업지역
새천년노래연습장,폐업,20001221,"경기도 안산시 상록구 광덕1로 350  (이동,신도프라자 지층)",경기도 안산시 상록구 이동 720 신도프라자 지층,15495,,37.3064909311,126.8488582332,,20070126,,,,186529.377656122,422732.964717089,노래연습장업,유통관련업,,,178.0,2,,,,,9,,N,N,N,N,N,N,,,,
새천년노래연습장,폐업,19930918,경기도 부천시 원미구 길주로363번길 60  (춘의동),경기도 부천시 원미구 춘의동 126-24,14528,,37.5054908782,126.7828809403,,20070529,,,,180727.96048021,444827.402510541,노래연습장업,유통관련업,,,90.66,,,,,,,,N,N,N,N,N,N,,,,
새천년노래연습장,폐업,20120529,"경기도 안산시 상록구 광덕1로 350, B01호 (이동, 신도프라자)",경기도 안산시 상록구 이동 720 신도프라자 B01호,15495,,37.3064909311,126.8488582332,,20220714,,,,186529.377656122,422732.964717089,노래연습장업,유통관련업,8,,243.68,6,2,근린생활시설,,,6,,,,,,,,,,,일반상업지역
색노래연습장,영업중,20110708,"경기도 부천시 원미구 부천로39번길 11, 지층 (심곡동)",경기도 부천시 원미구 심곡동 190-4 지층,14634,,37.487833589,126.7829027235,,,,,,180730.085485481,442868.292781827,노래연습장업,유통관련업,5,유흥업소밀집지역,53.47,4,1,근린생활시설,1.0,30.0,1,,Y,Y,Y,,,Y,,,,상업지역
샌즈노래연습장,영업중,20180813,"경기도 파주시 중앙로 276, 지하1층 (금촌동)",경기도 파주시 금촌동 768-17,10930,,37.7606317476,126.7772914285,,,,,,180305.545775277,473146.308950026,노래연습장업,유통관련업,,,100.0,,,,,,4,,,,,,,,,,,
샘,폐업,20000515,경기도 성남시 수정구 수정로74번길 8  (수진동),경기도 성남시 수정구 수진동 3010,13316,,37.4392926862,127.1287887282,,20070625,,,,211327.287642943,437468.769006488,노래연습장업,유통관련업,,,,2,,,1.0,40.0,7,1,Y,Y,Y,Y,Y,Y,,,,
샘 노래연습장,영업중,20040103,경기도 이천시 애련정로87번길 34 (창전동),경기도 이천시 창전동 465-19,17370,,37.2784076729,127.4483478229,,,,,,239691.997564586,419704.824887503,노래연습장업,유통관련업,2,기타,140.82,,1,근린생활시설,,,6,1,Y,N,N,Y,N,N,,,,일반주거지역
샘골노래연습장,등록취소,19990617,경기도 안산시 상록구 한양대학2길 34  (사동),경기도 안산시 상록구 사동 1155-10,15587,,37.3002600135,126.8402915116,20071206,,,,,185769.791111212,422042.832355036,노래연습장업,유통관련업,,,127.16,,,,,,8,4,N,N,N,Y,N,N,,,,
샘골노래연습장,영업중,20050621,경기도 안산시 상록구 감골로 213 (사동),경기도 안산시 상록구 사동 1248-18,15584,,37.3007278978,126.8581715746,,,,,,187356.965,422091.805,노래연습장업,유통관련업,3,,132.73,3,,근린생활시설,1.0,48.0,4,1,N,Y,N,Y,Y,N,,,,일반주거지역
샘골노래연습장,폐업,20090213,경기도 안산시 상록구 한양대학2길 34 (사동),경기도 안산시 상록구 사동 1155-10,15587,,37.3002600135,126.8402915116,,20180822,,,,185769.791111212,422042.832355036,노래연습장업,유통관련업,,,127.06,,,,,,5,,,,,,,,,,,
샘노래연습장,영업중,19990625,"경기도 군포시 군포로464번길 9, 지하1층 (당동)",경기도 군포시 당동 905-5 지하1층,15856,,37.347657481,126.9444150228,,,,,,195005.338741876,427291.910609602,노래연습장업,유통관련업,,,105.24,,,,,,5,2,,,,Y,,,,,,
샘물노래연습장,영업중,20021213,경기도 안산시 상록구 석호로 44 (이동),경기도 안산시 상록구 이동 694-1 4층,15496,,37.3075733449,126.8473593586,,,,,,186397.917384932,422852.949246652,노래연습장업,유통관련업,5,,145.0,4,,,,,6,,N,N,N,,N,N,,,,
샘터,영업중,19970707,경기도 고양시 덕양구 충장로123번길 7  (행신동),경기도 고양시 덕양구 행신동 637-38,10513,031-979-4992,37.6239423222,126.8331806185,,,,,,185203.184470174,457968.963139626,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
샘터노래연습장,영업중,20020730,"경기도 구리시 체육관로153번길 7 (교문동,지층)",경기도 구리시 교문동 193-32 지층,11925,,37.5982606935,127.135975504,,,,,,211939.177992158,455112.337743529,노래연습장업,유통관련업,,,98.8,,,,,,6,,N,N,N,,N,N,,,,
샘터노래연습장,폐업,20040825,경기도 의왕시 까치골1길 21  (삼동),경기도 의왕시 삼동 144-25,16094,,37.3177850136,126.9539459111,,20091009,,,,195852.201622915,423977.109098315,노래연습장업,유통관련업,,,64.0,,,,,,3,1,N,N,N,Y,N,N,,,,
샘터노래연습장,폐업,20030116,경기도 용인시 처인구 중부대로 1303  (역북동),경기도 용인시 처인구 역북동 428-14,17047,,37.2362773246,127.1896622131,,20070529,,,,216759.581418007,414948.081693886,노래연습장업,유통관련업,6,학교정화(상대),92.66,5,1,근린생활시설,1.0,40.0,5,1,Y,Y,Y,Y,Y,Y,,,,준주거지역
샛별,폐업,19990630,,경기도 안양시 만안구 안양동 676-275,14001,,,,,20110216,,,,,,노래연습장업,유통관련업,,,82.16,,,,,,,2,N,N,N,Y,N,N,,,,
샛별 노래연습장,폐업,19990818,"경기도 부천시 원미구 부일로 399-1, 지층 (심곡동)",경기도 부천시 원미구 심곡동 352-6,14617,,37.4872606388,126.7746848625,,20251118,,,,180002.45,442809.69,노래연습장업,유통관련업,6,주택가주변,119.88,,1,근린생활시설,,,8,6,Y,Y,Y,Y,Y,Y,,,,일반주거지역
샛별 노래연습장,폐업,20030924,"경기도 시흥시 평안상가2길 12  (정왕동,(3층))",경기도 시흥시 정왕동 1624-2 (3층),15062,,37.3378128786,126.7483538807,,20061121,,,,177627.025545284,426229.932450505,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,1.0,30.0,3,,N,Y,Y,N,N,Y,,,,
샛별노래방,폐업,19921210,,경기도 양평군 양서면 양수리 1033,12585,,37.5451264266,127.320063882,,20070516,,,,228217.806712934,449254.462193299,노래연습장업,유통관련업,2,,94.76,2,1,,,,3,1,N,N,N,Y,N,N,,,,
샛별노래연습장,영업중,20141224,"경기도 고양시 덕양구 마상로140번길 54, 4(일부)층 (주교동)",경기도 고양시 덕양구 주교동 616-2 4층일부,10462,,37.6576049043,126.8360087163,,,,,,185462.076714025,461702.027086031,노래연습장업,유통관련업,,기타,92.4,,,근린생활시설,2.0,375.0,5,1,,,,Y,,,,,,전용주거지역
샛별노래연습장,영업중,20000420,경기도 하남시 신장로 176 (덕풍동),경기도 하남시 덕풍동 383-10,12970,,37.5411425925,127.2003112956,,,,,,217630.322787681,448783.183949835,노래연습장업,유통관련업,4,기타,144.23,2,,근린생활시설,1.0,40.0,6,0,Y,Y,Y,,N,Y,,,,일반상업지역
샛별노래연습장,영업중,20020426,"경기도 안산시 단원구 예술대학로 147-1 (고잔동,지층)",경기도 안산시 단원구 고잔동 634 지층,15262,,37.3300759845,126.8383828758,,,,,,185607.032256259,425352.848999105,노래연습장업,유통관련업,,,198.44,,1,근린생활시설,,,7,0,N,N,N,Y,N,N,,,,
샛별노래연습장,직권말소,20010122,"경기도 성남시 분당구 미금일로86번길 1 (구미동,지하)",경기도 성남시 분당구 구미동 54-7 지하,13627,,37.3461116456,127.1102350913,,20210630,,,,209696.508401281,427125.535344272,노래연습장업,유통관련업,4,학교정화(상대),68.18,3,1,근린생활시설,1.0,43.0,4,,Y,Y,Y,,Y,Y,,,,일반주거지역
샛별노래연습장,폐업,20040207,경기도 안성시 양성면 장터길 23,경기도 안성시 양성면 동항리 344-3,17502,,37.0591875895,127.1941416849,,20040325,,,,217200.285930566,395302.545543151,노래연습장업,유통관련업,3,학교정화(상대),128.4,2,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
샛별노래연습장,폐업,20030319,경기도 평택시 팽성읍 팽성서로 80,경기도 평택시 팽성읍 본정리 82-32,17979,,36.9505331831,127.0143988659,,20130819,,,,201216.618473351,383227.108145277,노래연습장업,유통관련업,1,주택가주변,55.62,1,,근린생활시설,2.0,30.0,5,,N,N,N,,N,N,,,,주거지역
샛별노래연습장,폐업,19941010,"경기도 부천시 원미구 신흥로118번길 26, 경정빌딩 (심곡동)",경기도 부천시 원미구 심곡동 442-12 경정빌딩,14629,,37.4935372812,126.7796355047,,20250317,,,,180442.287631439,443504.09006972,노래연습장업,유통관련업,,,80.59,,,,,,7,1,Y,Y,Y,Y,Y,Y,,,,
샛별노래연습장,폐업,20021029,경기도 부천시 소사구 중동로71번길 84  (송내동),경기도 부천시 소사구 송내동 363-4,14720,032-662-9624,37.4870148844,126.7597676513,,20060428,,,,178681.705911952,442785.586545281,노래연습장업,유통관련업,,,,,,,,,,2,N,Y,Y,Y,Y,Y,,,,
샛별노래연습장,폐업,19990716,경기도 부천시 소사구 부광로8번길 48 (괴안동),경기도 부천시 소사구 괴안동 109-15,14682,032-346-1275,37.4830211053,126.8102753821,,20200806,,,,183148.498360681,442333.573713549,노래연습장업,유통관련업,,,163.0,,1,근린생활시설,1.0,,7,7,N,Y,Y,Y,Y,Y,,,,
샛별코인노래연습장,영업중,20170217,"경기도 안산시 상록구 한양대학로 43, 2층 (사동)",경기도 안산시 상록구 사동 1149-8,15587,031-406-4470,37.3004242798,126.8390376279,,,,,,185658.516234893,422061.079966703,노래연습장업,유통관련업,,,127.04,,,,1.0,40.0,14,4,,,,Y,,,,,,
샛터,폐업,19980116,,경기도 고양시 덕양구 내유동 863-25 지층호,10262,031-977-6116,,,,20020611,,,,,,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
생각커피노래연습장,영업중,20020802,"경기도 안양시 만안구 박달로497번길 30, 지층 1호 (박달동)",경기도 안양시 만안구 박달동 103-2,13984,,37.4039497203,126.9075720603,,,,,,,,노래연습장업,유통관련업,,,132.0,,,,,,5,,N,N,N,,N,N,,,,
생노래연습장,폐업,20010418,"경기도 성남시 분당구 돌마로90번길 4,  101호 (구미동,엘레강스 지하)",경기도 성남시 분당구 구미동 25-2 엘레강스 지하 101호,13627,,37.3497131204,127.1117407355,,20070531,,,,209828.895493717,427524.675625291,노래연습장업,유통관련업,7,학교정화(상대),77.99,5,2,근린생활시설,1.0,48.0,4,1,Y,Y,Y,Y,Y,Y,,,,일반상업지역
생방송,영업중,20030116,"경기도 용인시 처인구 고림로 1, 지하1층 (마평동)",경기도 용인시 처인구 마평동 618-5,17154,,37.2334886975,127.2133930893,,,,,,218867.960451233,414643.037339691,노래연습장업,유통관련업,4,기타,97.89,3,1,근린생활시설,1.0,30.0,5,0,Y,Y,Y,,Y,Y,,,,준주거지역
생방송 노래연습장,폐업,19990116,"경기도 수원시 권선구 덕영대로 1126, 지층 (세류동)",경기도 수원시 권선구 세류동 1126 지층,16657,,37.2518952388,127.014343319,,20240902,,,,201201.17546798,416653.102560209,노래연습장업,유통관련업,,주택가주변,155.4,,,근린생활시설,,,10,2,Y,Y,N,Y,Y,Y,,,,상업지역
생방송노래연습장,영업중,20000914,"경기도 성남시 분당구 성남대로144번길 18-6 (구미동,지하)",경기도 성남시 분당구 구미동 36-5 지하,13627,,37.3481960755,127.110913043,,,,,,209757.525,427354.885,노래연습장업,유통관련업,4,학교정화(상대),67.84,3,1,근린생활시설,1.0,45.0,7,0,Y,Y,Y,,Y,Y,,,,일반주거지역
생방송노래연습장,폐업,20031011,경기도 부천시 원미구 상일로 96  (상동),경기도 부천시 원미구 상동 401,14598,,37.4913070227,126.7528815784,,20061103,,,,178076.498918955,443261.899250087,노래연습장업,유통관련업,8,,120.0,6,2,,2.0,65.0,7,2,Y,Y,Y,Y,Y,Y,,,,
생방송노래연습장,허가취소,19970823,경기도 부천시 원미구 상일로 96  (상동),경기도 부천시 원미구 상동 401,14598,032-326-3180,37.4913070227,126.7528815784,20021001,,,,,178076.498918955,443261.899250087,노래연습장업,유통관련업,,,,,,,,,8,7,Y,Y,Y,Y,Y,Y,,,,
생생 노래연습장,영업중,20060608,경기도 평택시 포승읍 여술4길 25,경기도 평택시 포승읍 도곡리 1130-15,17955,,36.9902418731,126.8438889305,,,,,,186032.49,387634.31,노래연습장업,유통관련업,4,주택가주변,117.5,4,,근린생활시설,,,5,,,,,,,,,,,일반주거지역
샤넬,폐업,20030707,경기도 김포시 중봉1로 81  (북변동),경기도 김포시 북변동 235-14,10106,,37.6264395931,126.7052156675,,20121017,,,,173912.056621987,458270.961773554,노래연습장업,유통관련업,4,기타,132.0,3,1,위험물저장시설,1.0,30.0,8,1,Y,Y,Y,Y,Y,Y,,,,준주거지역
샤넬,폐업,19951228,"경기도 고양시 덕양구 통일로1267번길 5, 2층 (내유동)",경기도 고양시 덕양구 내유동 543-14 2층호,10262,031-962-9305,37.725062442,126.8429075949,,20180528,,,,186081.498370738,469185.958951785,노래연습장업,유통관련업,,,83.22,,,,,,5,1,N,N,N,Y,N,N,,,,
샤넬노래연습장,등록취소,20051111,경기도 남양주시 진건읍 사릉로 438 (지층),경기도 남양주시 진건읍 용정리 722-8 지층,12133,,37.6577046183,127.1763070942,20130913,,,,,215491.161312263,461717.429653053,노래연습장업,유통관련업,,,99.3,,,근린생활시설,1.0,,4,,N,N,Y,,Y,N,,,,
