licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
19881229,성우사,폐업,폐업,20050216,031-245-6537,11.90,,경기도 수원시 팔달구 지동 129-9,16247,37.2788434373,127.0237108833,일반세탁업,202032.685009111,419651.623097509,일반세탁업,,,,,,,,,,,,,,,,N
20050810,성우세탁,폐업,폐업,20130207,031-313-9738,36.00,경기도 시흥시 신천3길 67,경기도 시흥시 신천동 452-5,14947,37.4385939893,126.7786816873,일반세탁업,180343.131829171,437406.733271656,일반세탁업,,,,,,,,,,,,,,,,N
20080910,성우세탁,폐업,폐업,20230707,031-713-8488,25.50,"경기도 성남시 분당구 구미로 16 (구미동, 성우스타우스오피스텔 114호)",경기도 성남시 분당구 구미동 189-1 성우스타우스오피스텔 114호,13638,37.3377132185,127.1109897025,일반세탁업,209764.951989061,426193.37840707,일반세탁업,0,0,0,0,0,0,,,,,3,,,0,,N
19910919,성우세탁소,영업/정상,영업,,031-855-9767,38.15,"경기도 양주시 광적면 가래비11길 29, 1층",경기도 양주시 광적면 가납리 847-1,11419,37.8247037226,126.9823774454,일반세탁업,198371.546542426,480235.430563686,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20080108,성우세탁소,폐업,폐업,20190226,031-855-9767,38.15,경기도 양주시 광적면 가래비11길 29 (외1필지(847-9) 1층),경기도 양주시 광적면 가납리 847-1 외1필지(847-9) 1층,11419,37.8247037226,126.9823774454,일반세탁업,198371.546542426,480235.430563686,일반세탁업,0,0,1,1,0,0,,,,임대,1,,,,,N
20110228,성우세탁소,영업/정상,영업,,031-633-7366,28.00,"경기도 이천시 부발읍 경충대로2050번길 43, 상가동 106호 (현대성우오스타4단지)",경기도 이천시 부발읍 아미리 1247 현대성우오스타4단지 상가동 106호,17332,37.2490240184,127.4934938611,일반세탁업,243742.291661038,416443.186283523,일반세탁업,1,0,1,1,0,0,,,,임대,2,,,0,,N
19980613,성운 세탁소,영업/정상,영업,,031-871-6849,82.90,"경기도 의정부시 가능로110번길 7-1, 1층 (의정부동)",경기도 의정부시 의정부동 416-17,11664,37.7465237276,127.0434336003,일반세탁업,203757.893467985,471562.323333536,일반세탁업,0,0,1,1,0,0,,,,임대,1,,1,1,,N
19980325,성운사,영업/정상,영업,,031-884-1654,34.00,경기도 여주시 대신면 여양로 1478,경기도 여주시 대신면 율촌리 363-12,12610,37.3736752428,127.5842117243,일반세탁업,251674.948470632,430335.540523818,일반세탁업,1,,,1,,,,,,임대,,,,,,N
20020125,성운사세탁소,폐업,폐업,20030428,031-976-1514,20.46,경기도 고양시 일산서구 원일로74번길 14,경기도 고양시 일산서구 일산동 612-22 번지,10350,37.6858042978,126.7699203627,일반세탁업,179637.901831244,464844.584275268,일반세탁업,,,,,,,,,,,,,,,,N
19870612,성운세탁소,폐업,폐업,20011210,031-975-3015,24.15,,경기도 고양시 일산서구 일산동 612 번지,10350,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19960906,성원VIP세탁소,영업/정상,영업,,031-694-7355,.00,"경기도 안양시 만안구 병목안로 83, 304호 (안양동, 성원아파트상가동)",경기도 안양시 만안구 안양동 767 성원아파트상가동 304호,14021,37.3947756569,126.913372104,일반세탁업,192339.267401823,432495.652976495,일반세탁업,,,,,,,,,,,,,,,,N
20020823,성원사,폐업,폐업,20070903,031-231-2566,18.20,경기도 수원시 권선구 경수대로309번길 14-30,경기도 수원시 권선구 세류동 1080,16580,37.2559598042,127.0208013768,일반세탁업,201773.231797442,417113.665927166,일반세탁업,3,,1,1,,,,,,,2,,,,,N
19910731,성원사,폐업,폐업,20050125,031-754-8466,21.18,,경기도 성남시 중원구 하대원동 218-1,13391,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20050516,성원사,폐업,폐업,20140625,,28.91,"경기도 의정부시 능곡로 16-7, 203호 (신곡동, 성원아파트 상가동)",경기도 의정부시 신곡동 473-2,11747,37.7399061094,127.0595115318,일반세탁업,205221.254260171,470790.547881794,일반세탁업,,,2,2,,,,,,임대,2,,,,,N
20071213,성원사,폐업,폐업,20230830,031-225-5719,21.35,경기도 수원시 권선구 경수대로309번길 14-30 (세류동),경기도 수원시 권선구 세류동 1080,16580,37.2559598042,127.0208013768,일반세탁업,201773.231797442,417113.665927166,일반세탁업,3,1,1,1,0,0,,,,임대,2,,,,,N
19920822,성원사,폐업,폐업,20041112,031-733-9079,22.50,경기도 성남시 중원구 둔촌대로389번길 13-1,경기도 성남시 중원구 상대원동 1980,13242,37.4347719456,127.1601333451,일반세탁업,214102.536282929,436971.748155037,일반세탁업,,,,,,,,,,,,,,,,N
19950704,성원사,폐업,폐업,20091001,031-859-4471,.00,경기도 양주시 백석읍 부흥로1036번길 19,경기도 양주시 백석읍 방성리 85-36,11508,37.8047304232,127.001112714,일반세탁업,200028.704024972,478022.485151622,일반세탁업,,,,,,,,,,,,,,,,N
19920414,성원사,폐업,폐업,20030731,,.00,경기도 안양시 만안구 박달로525번길 46-20,경기도 안양시 만안구 박달동 60-8,13987,37.4048868598,126.9111238706,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19940805,성원사,영업/정상,영업,,031-841-2261,16.42,"경기도 의정부시 시민로 335, 상가동 303호 (신곡동, 신곡성원아파트)",경기도 의정부시 신곡동 169-20 신곡성원아파트 상가동 303호,11782,37.7365710959,127.0717090994,일반세탁업,206327.601530705,470517.636514255,일반세탁업,,,,,,,,,,,,,,,,N
20081010,성원상떼빌세탁,폐업,폐업,20230607,031-556-0885,31.50,"경기도 구리시 원수택로64번길 9 (수택동,1층)",경기도 구리시 수택동 482-2 1층,11932,37.5970560926,127.1429255029,일반세탁업,212556.679632398,454982.104897442,일반세탁업,0,0,,,,,,,,,2,,,,,N
20070223,성원상떼빌세탁,폐업,폐업,20221018,031-444-5524,35.60,"경기도 안양시 만안구 장내로 72 (안양동, 수리산성원상떼빌1차상가동 201호)",경기도 안양시 만안구 안양동 709-16 수리산성원상떼빌1차상가동 201호,14027,37.3943242847,126.9168778249,일반세탁업,192594.517106621,432427.28315506,일반세탁업,,,,,,,,,,,,,,,,N
20140422,성원세탁,영업/정상,영업,,031-975-9309,165.00,"경기도 고양시 일산동구 성현로431번길 77-98, B동 전부호 (문봉동)",경기도 고양시 일산동구 문봉동 21 B동 전부호,10258,37.7014878222,126.8339612696,일반세탁업,185285.515595926,466566.850633917,일반세탁업,1,1,,,,,,,,,2,,,0,,N
19980216,성원세탁,폐업,폐업,20060413,031-721-1128,.00,경기도 성남시 중원구 원터로38번길 16,경기도 성남시 중원구 하대원동 126-13,13388,37.4297970887,127.1450439145,일반세탁업,212766.16312511,436418.504308393,일반세탁업,,,,,,,,,,,,,,,,N
20070405,성원세탁,폐업,폐업,20220718,031-906-2243,29.11,"경기도 고양시 일산동구 숲속마을로 195 (풍동,숲속마을9단지 근린생활시설상가 101호)",경기도 고양시 일산동구 풍동 1252 숲속마을9단지 근린생활시설상가 101호,10303,37.6735514907,126.8035601749,일반세탁업,182584.720777753,463455.967749656,일반세탁업,3,0,3,3,0,0,,,,임대,2,,,1,,N
20041020,성원세탁,폐업,폐업,20110314,031-552-7771,31.68,경기도 구리시 검배로48번길 18,경기도 구리시 수택동 482-8 (1층),11932,37.5967961783,127.143413852,일반세탁업,212596.060120956,454951.227278004,일반세탁업,2,1,1,,,,,,,임대,,,,,,N
20080227,성원세탁,폐업,폐업,20100430,031-375-5947,22.20,경기도 화성시 동탄구 동탄순환대로30길 8-1,경기도 화성시 동탄구 영천동  651-1397 (선납재마을 성원상떼빌A 상가동 202호),18466,37.2098502096,127.1082435313,일반세탁업,209674.192538164,412041.273043377,일반세탁업,0,0,,2,,,,,,임대,1,,,,,N
20070329,성원세탁,폐업,폐업,20080227,031-796-1097,42.07,경기도 하남시 신장로 104,경기도 하남시 신장동 430-7 성원상떼빌상가 119호,12958,37.5376338984,127.2065282222,일반세탁업,218182.783353845,448392.45070338,일반세탁업,1,,,,,,,,,,,,,,,N
19941116,성원세탁,폐업,폐업,20110503,031-383-4607,.00,경기도 안양시 동안구 동안로 211,경기도 안양시 동안구 비산동 1102-7 관악(아)단지내상가 1층108호,14044,37.3966050461,126.9469574426,일반세탁업,195202.167161317,432630.824638064,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19941121,성원세탁,폐업,폐업,20231229,031-381-6809,.00,"경기도 안양시 동안구 관평로 138 (평촌동, 초원아파트상가동 208호)",경기도 안양시 동안구 평촌동 898 초원(아)상가208호,14068,37.3897985076,126.9623371655,일반세탁업,196687.163326878,431890.656964803,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
20020826,성원세탁,폐업,폐업,20030507,031-262-3259,16.50,,경기도 용인시 수지구 상현동 산 7-1 성원A 상가동 201호,,,,일반세탁업,,,일반세탁업,2,,,2,,,,,,,,,,,,N
19950118,성원세탁,영업/정상,영업,,031-714-6763,24.24,"경기도 성남시 분당구 미금로 251 (금곡동,청솔마을상가동 102호)",경기도 성남시 분당구 금곡동 143 청솔마을상가동 102호,13618,37.351535801,127.1095747486,일반세탁업,209687.824618329,427827.341314094,일반세탁업,1,0,1,0,0,0,,,,,0,,,,,N
20051201,성원세탁,영업/정상,영업,,,39.60,,경기도 의왕시 오전동 240 성원1차상가 306호,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20050620,성원세탁소,폐업,폐업,20221124,031-276-2207,19.40,"경기도 용인시 수지구 상현로 30-10, 성원상떼빌@상가동 111호 (상현동,상현마을)",경기도 용인시 수지구 상현동 866 상현마을 성원상떼빌@상가동 111호,16941,37.3010652287,127.0775310079,일반세탁업,206838.979431785,422015.624435081,일반세탁업,0,0,1,1,0,0,,,,임대,0,,,1,,N
20070607,성원세탁소,폐업,폐업,20080118,031-375-5947,22.20,경기도 화성시 동탄구 동탄순환대로30길 8-1,경기도 화성시 동탄구 영천동  651-1397 (선납재마을 성원상떼빌A 상가동 202호),18466,37.2098502096,127.1082435313,일반세탁업,209674.192538164,412041.273043377,일반세탁업,0,0,,2,,,,,,임대,0,,,,,N
20020912,성원세탁소,폐업,폐업,20070305,031-287-7782,28.05,,경기도 용인시 기흥구 보정동 89-1,16901,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20000107,성원세탁소,폐업,폐업,20010915,031-695-7040,1.00,,경기도 시흥시 하중동 0 성원(아)상가203,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20060113,성원세탁소,폐업,폐업,20161226,031-296-3111,34.70,"경기도 수원시 권선구 일월천로4번길 74 (구운동,203호)",경기도 수원시 권선구 구운동 893 203호,16413,37.2828694529,126.9768162301,일반세탁업,197811.618201969,420140.354882023,일반세탁업,3,1,2,2,,,,,,임대,3,,,,,N
20030225,성원세탁소,영업/정상,영업,,,,경기도 남양주시 홍유릉로325번길 8 (금곡동),경기도 남양주시 금곡동 680-23,12236,37.6312582882,127.2033611202,일반세탁업,217879.76311852,458786.088828514,일반세탁업,,,,,,,,,,,,,,,,N
20050719,성원세탁소,폐업,폐업,20201130,031-906-0969,48.18,"경기도 고양시 일산동구 고풍로 44-46 (풍동,성원아파트 2단지 상가동  101호)",경기도 고양시 일산동구 풍동 551-34 성원아파트 2단지 상가동  101호,10307,37.6641733939,126.7967542178,일반세탁업,182012.682189426,462499.99207934,일반세탁업,1,1,1,1,0,0,,,,임대,0,,,1,,N
20030221,성원세탁소,폐업,폐업,20150707,,,,경기도 남양주시 퇴계원읍 퇴계원리 40-1 성원상가 2층 205호,12115,37.6609702443,127.1477883641,일반세탁업,212969.52752394,462070.038409608,일반세탁업,,,,,,,,,,,,,,,,N
19950929,성원세탁소,폐업,폐업,20170626,031-691-6828,30.60,경기도 시흥시 은행로149번길 1 (은행동),경기도 시흥시 은행동 538-2 성원(아)상가 203호,14917,37.4441537742,126.7993953133,일반세탁업,182155.43829955,437918.87657743,일반세탁업,,,,,,,,,,,,,,,,N
20100412,성원세탁소,폐업,폐업,20220906,031-592-3933,49.50,경기도 남양주시 화도읍 마석로 99-8,경기도 남양주시 화도읍 마석우리 353-9,12164,37.6595273549,127.3040968464,일반세탁업,226760.609090941,461947.471121681,일반세탁업,3,0,1,,,,,,,임대,2,,,1,,N
19870516,성원세탁소,영업/정상,영업,,031-395-2222,32.57,"경기도 군포시 고산로185번길 31, 102호 (당정동, 성원아파트상가)",경기도 군포시 당정동 997-1 성원아프트 상가 102호,15851,37.3446209431,126.9523855528,일반세탁업,195705.612774936,426860.230327684,일반세탁업,,,,,,,,,,,,,,,,N
20070919,성원세탁소,폐업,폐업,20250512,031-263-1430,50.00,"경기도 용인시 수지구 진산로 24 (상현동, 성원A 상가동 208, 209호)","경기도 용인시 수지구 상현동 30 성원A  상가동 208,209호",16927,37.3127720588,127.0923169491,일반세탁업,208126.364010081,423423.745279468,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20050617,성원세탁소,폐업,폐업,20170103,031-571-6882,35.10,"경기도 남양주시 퇴계원읍 도제원로 20, 성원아파트상가동 2층 205호",경기도 남양주시 퇴계원읍 퇴계원리 232,12124,37.6497458261,127.1449859505,일반세탁업,212831.480509522,460854.438947309,일반세탁업,,,,,,,,,,,,,,,,N
20171010,성원세탁소,폐업,폐업,20200622,,44.94,"경기도 수원시 팔달구 장안로5번길 45, 1층 102호 (화서동)",경기도 수원시 팔달구 화서동 11-11 1층 102호,16434,37.2848523169,127.0039899054,일반세탁업,200320.968040267,420325.742999498,일반세탁업,3,1,1,1,0,0,,,,,2,0,0,1,,N
19911112,성원세탁소,폐업,폐업,20201214,031-247-8078,37.05,"경기도 수원시 권선구 일월천로4번길 74, 2층 203호 (구운동, 성원아파트상가동)",경기도 수원시 권선구 구운동 893 성원아파트상가동 203호,16413,37.2834843019,126.9752100904,일반세탁업,197811.618201969,420140.354882023,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
20050127,성원세탁소,폐업,폐업,20050304,031-454-2254,19.06,,경기도 군포시 당정동 산 00-0 토지구획정리사업지구 20블럭1롯트 청천마을 성원(아) 상가동 101호,,,,일반세탁업,,,일반세탁업,1,,,,,,,,,임대,,,,,,N
20010616,성원세탁소,폐업,폐업,20230417,031-503-7040,20.65,경기도 시흥시 하중로133번길 8 (하중동),경기도 시흥시 하중동 827 성원(아)상가동 102호,14974,37.398635499,126.8009942719,일반세탁업,182375.272176325,432934.893191235,일반세탁업,,,,,,,,,,,,,,,,N
20071105,성원세탁소,폐업,폐업,20150826,031-631-9473,33.75,"경기도 이천시 중리천로14번길 25-12 (중리동,(1층))",경기도 이천시 중리동 168-4 (1층),17375,37.279025628,127.4398533132,일반세탁업,238936.950554167,419764.318967066,일반세탁업,3,0,1,1,0,0,,,,임대,2,,,,,N
20150302,성원세탁소,영업/정상,영업,,031-821-7758,29.10,"경기도 의정부시 능곡로 24, 상가동 2층 203호 (신곡동)",경기도 의정부시 신곡동 473-2 203호,11747,37.7400058465,127.0596698385,일반세탁업,205221.254260171,470790.547881794,일반세탁업,0,0,2,2,,,,,,,1,0,1,0,,N
20060123,성원세탁소,폐업,폐업,20070402,031-454-2254,19.06,,경기도 군포시 당정동 - 20블럭 1롯트 청천마을 성원아파트 상가동 101호,,,,일반세탁업,,,일반세탁업,,,1,1,,,,,,임대,2,,,,,N
20030605,성원세탁소,폐업,폐업,20120924,031-263-1430,50.00,"경기도 용인시 수지구 진산로 24 (상현동,성원아파트 성원A상가 208,209호)","경기도 용인시 수지구 상현동 30 성원아파트 성원A상가 208,209호",,,,일반세탁업,208126.364010081,423423.745279468,일반세탁업,3,1,0,2,0,0,,,,임대,0,,,1,,N
19950712,성원세탁소,폐업,폐업,20180723,031-222-9374,14.43,경기도 화성시 병점구 한신대길 99 (안녕동),경기도 화성시 병점구 안녕동  1-11,18366,37.1980475065,127.0236917535,일반세탁업,202036.147523425,410682.891225098,일반세탁업,,,,,,,,,,,,,,,,N
20010111,성원세탁소,폐업,폐업,20150715,031-445-8516,.00,경기도 안양시 만안구 박달로539번길 60 (박달동),경기도 안양시 만안구 박달동 58-19,13987,37.4052037893,126.9114151657,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20060503,성원세탁소,영업/정상,영업,,031-759-5572,20.96,"경기도 성남시 중원구 원터로38번길 16, 1층 (하대원동)",경기도 성남시 중원구 하대원동 126-13 (1층),13388,37.4297970887,127.1450439145,일반세탁업,212766.16312511,436418.504308393,일반세탁업,,,,,,,,,,임대,,,,,,N
20030114,성원세탁소,폐업,폐업,20071009,031-897-1533,23.10,,경기도 용인시 기흥구 보정동 694,16908,37.3044769539,127.1103598056,일반세탁업,209674.24699937,422431.187709888,일반세탁업,,,,,,,,,,,,,,,,N
19950527,성원세탁소,영업/정상,영업,,031-970-9790,20.80,"경기도 고양시 덕양구 소만로 19 (행신동,소만마을 시영상가 109호)",경기도 고양시 덕양구 행신동 787 소만마을 시영상가 109호,10530,37.6148614739,126.840411373,일반세탁업,185837.602084171,456817.931698992,일반세탁업,3,,1,1,,,,,,,,,,,,N
20000805,성원세탁소,폐업,폐업,20160405,031-946-1413,37.80,,경기도 파주시 검산동 130-8 성원아파트상가202,10849,37.7725823354,126.7483570015,일반세탁업,177803.722669072,474572.557133287,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
20030227,성원세탁소,영업/정상,영업,,031-767-2670,30.00,"경기도 광주시 태봉로 48, 2층 202호 (태전동)","경기도 광주시 태전동 228 ,성원아파트상가 202호",12784,37.3893050741,127.2294072745,일반세탁업,220179.992809996,431912.86511984,일반세탁업,,,,,,,,,,,,,,,,N
