sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,sanittn_bizcond_nm,ratg_div_nm,rk_cnt_faclt_div_nm,factry_prdc_dut_emply_cnt,multi_utlz_bizest_yn,traditn_bizest_apnt_id,traditn_bizest_food_desc
,"경기도 시흥시 함송로 38, 모아아파트 상가동 1층 104호 (정왕동)",경기도 시흥시 정왕동 1876-2 모아아파트,15022,031-499-6688,37.3624584155,126.7318468628,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 삼미시장2길 36, 2층 202호 일부호 (신천동)",경기도 시흥시 신천동 739-14,14948,,37.4401574151,126.7837988042,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 옥구천동로 402 (정왕동, GS슈퍼마켓 시흥정왕점)",경기도 시흥시 정왕동 1873-3,15027,031-984-5728,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 월곶해안로 133 (월곶동,화신시장 67,68,70,71,80,81,82,83,84호)","경기도 시흥시 월곶동 1013-12 화신시장 67,68,70,71,80,81,82,83,84호",14963,031-318-9724,37.3876563066,126.7353628154,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 배곧4로 32-13, 에브리데이 시흥배곧점 일부호 (배곧동)",경기도 시흥시 배곧동 126,15010,,37.376956103,126.7268874805,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로264번길 26-9, 다인 로얄팰리스 배곧8차 2층 201호 (배곧동)",경기도 시흥시 배곧동 226-2 다인 로얄팰리스 배곧8차,15011,,37.3674108514,126.7269176778,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 하상로 33 (하상동),경기도 시흥시 하상동 205-2,14977,031-317-5159,37.3937452243,126.812461237,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 대야로23번길 15-1,경기도 시흥시 대야동 473-1,14905,031-698-7890,37.4461050793,126.788060671,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 대골안길 40 (대야동),경기도 시흥시 대야동 466-19,14905,031-316-3027,37.4461795665,126.7884556454,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원7길 38 (대야동, 롯데마트내)",경기도 시흥시 대야동 542 롯데마트내,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 공단1대로 244, 지원상가동 지1층 비107호 일부호 (정왕동)",경기도 시흥시 정왕동 1367-1 공구상가,15103,,37.3347248053,126.7265416247,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 복지로43번길 10-1, 101호 (대야동, 금성아이원파크)",경기도 시흥시 대야동 489-20 금성아이원파크,14909,,37.4438787871,126.7880704619,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 하중로 193, 1층 111호 일부호 (하중동)",경기도 시흥시 하중동 856-1,14976,031-314-0330,37.3944204983,126.8046259833,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 오이도직판장 B동 148호,15015,,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕시장길 51,경기도 시흥시 정왕동 1203 정왕시장 329호,15052,,37.3458093904,126.7485677164,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 수인로3409번길 40, 1층 (신천동)",경기도 시흥시 신천동 388-17 1층,14947,031-314-2002,37.4383837425,126.7796784547,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현능곡로 7, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 949-12,14996,,37.3730147441,126.7912480485,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 옥구상가3길 23-11, 501호 일부호 (정왕동)",경기도 시흥시 정왕동 1859-10,15040,,37.353264951,126.7222640354,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26 (정왕동),경기도 시흥시 정왕동 1366-4,15079,031-499-9982,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 배곧4로 32-13, 이마트에브리데이 지하1층 (정왕동)",경기도 시흥시 정왕동 2477-3,15010,,37.376956103,126.7268874805,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 수인로3335번길 11, 흥산프라자 1층 107호 (신천동)",경기도 시흥시 신천동 775-2,14950,,37.4380334202,126.7873119584,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166-4,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 마유로238번길 26, 롯데마트 시화점 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,070-4300-9589,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 연성로29번길 22, 1층 일부호 (하중동)",경기도 시흥시 하중동 864-1,14976,,37.3925546521,126.8061570313,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 미산로 141, 2층 일부호 (미산동)",경기도 시흥시 미산동 316-7,14944,031-404-9595,37.4180822362,126.7926316901,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 옥구천동로 404, B1층 (정왕동, 월드아파트)",경기도 시흥시 정왕동 1873-3 월드아파트,15027,,37.3552565325,126.7318525139,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 검바위1로 72-5, 1층 일부호 (은행동)",경기도 시흥시 은행동 245-6 은빛어린이집,14920,,37.4355562016,126.796593059,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧3로 86, 센터프라자2 102호 (정왕동)",경기도 시흥시 정왕동 2513-1 센터프라자2,15011,031-431-3151,37.3702222869,126.7295541408,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 B20호 일부호 (은행동)",경기도 시흥시 은행동 605 시흥 센트럴돔 그랑트리 캐슬,14923,,37.4458457243,126.8020023203,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 봉우재로61번길 9 (정왕동, 103,104호)","경기도 시흥시 정왕동 1824-1 103,104호",15053,,37.3481590705,126.7452813721,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장곡로 15, 1층 104호 (장곡동)",경기도 시흥시 장곡동 823-8 1층104호,15002,031-318-0279,37.3790472188,126.787136354,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 26-29, 다인 로얄팰리스 배곧5차 320호 일부호 (배곧동)",경기도 시흥시 배곧동 228-3 다인 로얄팰리스 배곧5차,15011,,37.3668168759,126.7270592906,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,14948,031-693-3489,37.4404099175,126.7838190062,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 1층 (정왕동)",경기도 시흥시 정왕동 2537 시흥배곧 롯데마트,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 2층 279호 (배곧동)",경기도 시흥시 배곧동 204 서영베니스스퀘어,15011,,37.3681926149,126.7306929431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 월곶중앙로14번길 87,"경기도 시흥시 월곶동 1010-1 단지상가 110,111호",14965,,37.3932090494,126.7396106281,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 군자천로 381, 시화병원 병원동 지하1층 일부호 (정왕동)",경기도 시흥시 정왕동 1842-3 시화병원,15034,031-319-6636,37.3499087489,126.7370103825,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 174, 5층일부호 (정왕동, 광개토빌딩1차)",경기도 시흥시 정왕동 1726-1 광개토빌딩1차 5층일부호,15036,031-501-3332,37.3481553901,126.7334942325,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 시흥대로789번길 13 (포동),경기도 시흥시 포동 1-26,14957,031-315-6233,37.4074816451,126.7880308493,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210 (정왕동, 이마트시화점)",경기도 시흥시 정왕동 1734-1 이마트시화점,15066,051-711-7712,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 오이도종합어시장 A동 79,93호",15015,031-433-6691,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 비둘기공원2길 3-1, 남일빌딩 1층 일부호 (대야동)",경기도 시흥시 대야동 555-9 남일빌딩,14911,,37.4397037509,126.7922812585,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서해안로 699, 시흥 프리미엄 아울렛 일부호 (정왕동)",경기도 시흥시 정왕동 1772-46 시흥 프리미엄 아울렛,15010,,37.3796992102,126.7370588161,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계남로 12, 142호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스,14922,,37.4351025771,126.8037071995,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계번영길 9, 골드웨이Ⅰ 지하1층 B104호 일부호 (은행동)",경기도 시흥시 은행동 646-4 골드웨이Ⅰ,14922,031-404-9198,37.4375240428,126.8016387672,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 대야로3번길 16-1, 1층 (대야동)",경기도 시흥시 대야동 487-22,14909,,37.4446393093,126.7871362525,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 삼미시장1길 19,경기도 시흥시 신천동 738-2 자유마트 내,14948,031-312-4653,37.4405908634,126.7839303247,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도로 167,경기도 시흥시 정왕동 2003-8 오이도직판장 A-28호,15015,031-434-5251,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 64 (정왕동, 메가쇼핑몰1층112호)",경기도 시흥시 정왕동 1861-2 메가쇼핑몰1층 112호,15040,,37.3542557561,126.7235297297,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4,15081,031-472-1252,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕천로355번길 50 (정왕동),경기도 시흥시 정왕동 1595-12,15057,031-432-1789,37.3432190183,126.7437841325,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원로 28, 롯데마트 시흥점 2층 신선식품 수산코너호 (대야동)",경기도 시흥시 대야동 542 롯데마트 시흥점,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동)",경기도 시흥시 정왕동 1734-1,15066,070-5106-5833,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,,N,,
,"경기도 시흥시 인선길 39, 근린생활시설B동 1층 111호 (장곡동)",경기도 시흥시 장곡동 355-1,15002,,37.3769372001,126.7840163865,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 3층 313호 일부호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,,37.3683599517,126.7273257955,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 호현로 42-6, 1층 (대야동)",경기도 시흥시 대야동 495-2 1층,14909,031-311-3100,37.4440606324,126.7853442752,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,0,N,,
,경기도 시흥시 오이도로 167,"경기도 시흥시 정왕동 2003-8 A동 36,37호",15015,031-431-4280,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 매화1로 22-3,경기도 시흥시 매화동 239-1,14940,031-693-9120,37.415251483,126.8124115994,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶중앙로14번길 86-1,경기도 시흥시 월곶동 991-11,14968,,37.3935116345,126.7404096726,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도로 167,"경기도 시흥시 정왕동 2003-8 A동 32,33호",15015,031-433-1336,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층에스컬레이터앞 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,031-581-6651,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 64 (정왕동,메가쇼핑몰 127호 일부)",경기도 시흥시 정왕동 1861-2 메가쇼핑몰 127호 일부,15040,031-431-5323,37.3542557561,126.7235297297,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 하중로 213, 1층 (하중동)",경기도 시흥시 하중동 861-3 1층,14976,031-318-8244,37.3927866075,126.8057481964,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,,경기도 시흥시 거모동 1569-3,,,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현순환로 81, 1층 GS더프레시 매장 일부호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 608 시흥능곡역 모아미래도 에듀포레,14996,,37.3744096409,126.7969159919,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 매화로135번길 13 (주)대경FA 1층 (도창동),경기도 시흥시 도창동 374 (주)대경FA,14942,031-8044-0086,37.4094424494,126.8163404741,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 비둘기공원7길 38 (대야동),경기도 시흥시 대야동 542,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은행로155번길 17, 101,102(일부)호 (은행동)",경기도 시흥시 은행동 537-1,14917,031-311-3886,37.4440621226,126.7976213085,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,,N,,
,"경기도 시흥시 마유로238번길 26, 1층 식품매장 내 일부호 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 동서로 1087, 102호 (조남동)",경기도 시흥시 조남동 171-9,14984,,37.3860530506,126.860009174,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,032-432-4215,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 배곧4로 81-46, 솔로몬프라자 1층 105호 (정왕동)",경기도 시흥시 정왕동 2468 솔로몬프라자,15010,031-360-5576,37.3746335805,126.7342752428,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
