사업장명,영업상태,인허가일자,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도,인허가취소일자,폐업일자,휴업시작일자,휴업종료일자,업태구분명,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,총게임기수,제공게임물명,최초등록시점,지역구분명
열린 노래연습장,폐업,19971006,,경기도 시흥시 월곶동 6블럭5롯트,,031-318-6118,,,,20030402,,,,,,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
열린 노래연습장,폐업,19960725,경기도 시흥시 평안상가1길 13  (정왕동),경기도 시흥시 정왕동 1623-5,15062,031-431-6622,37.3382414193,126.7477061416,,20080109,,,,177573.8646447470,426277.6580336460,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
열린노래연습장,영업중,20050922,"경기도 시흥시 시청로68번길 23 (장현동,2층)",경기도 시흥시 장현동 530-4 2층,14998,,37.3821265891,126.8016897306,,,,,,182365.9833816800,431135.3202723450,노래연습장업,유통관련업,,기타,123.600,,,근린생활시설,1.00,50.000,6,,N,N,N,,,N,,,,준주거지역
열창 노래연습장,허가취소,20020730,"경기도 시흥시 정왕천로411번길 52  (정왕동,(지하1층))",경기도 시흥시 정왕동 1184-5 (지하1층),15052,031-433-8337,37.3471727111,126.7475041357,20070914,,,,,177556.7535440590,427267.9246407400,노래연습장업,유통관련업,5,주택가주변,552.890,4,1,근린생활시설,,,,,N,N,N,Y,N,N,,,,
영 노래연습장,영업중,19981223,"경기도 시흥시 중심상가4길 18, 이송빌딩 301호,302호일부호 (정왕동)",경기도 시흥시 정왕동 1739-7 이송빌딩,15066,,37.3437920567,126.7375690254,,,,,,176675.3222137460,426895.2764097520,노래연습장업,유통관련업,,,198.000,,,,,,8,3,N,N,N,Y,N,N,,,,
영 노래연습장,폐업,20030519,"경기도 시흥시 함송로 23  (정왕동,(302호))",경기도 시흥시 정왕동 1881-8 (302호),15020,,37.3635617393,126.7310225411,,20061026,,,,176101.3004220900,429092.8443234040,노래연습장업,유통관련업,,아파트지역,,,,근린생활시설,1.00,30.000,3,,N,Y,Y,N,N,Y,,,,
영노래연습장,영업중,20120928,"경기도 시흥시 오이도로 145, 2층 (정왕동)",경기도 시흥시 정왕동 1973-21 2층,15015,031-873-8720,37.3479029396,126.6888773716,,,,,,172361.9457091910,427363.8800675630,노래연습장업,유통관련업,,주택가주변,136.800,,,근린생활시설,,,4,,,,,,,,,,,일반주거지역
예사랑 노래연습장,영업중,20031017,"경기도 시흥시 월곶중앙로 63 (월곶동,(5층))",경기도 시흥시 월곶동 1014-1 (5층),14963,,37.3887733960,126.7380626265,,,,,,176732.4575343550,431885.5921475550,노래연습장업,유통관련업,,유흥업소밀집지역,324.890,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
예스 노래연습장,영업중,20250925,"경기도 시흥시 옥구상가2길 9, 3층 302호 (정왕동)",경기도 시흥시 정왕동 1859-12 302호,15040,,37.3533392395,126.7239682347,,,,,,175474.3843936720,427953.8269986470,노래연습장업,유통관련업,,,77.900,,,,,,3,,,,,,,,,,,
예스노래연습장,영업중,19950414,"경기도 시흥시 은행로 158, 3층 (은행동)",경기도 시흥시 은행동 528-6,14916,031-311-1431,37.4450910670,126.7993752681,,,,,,182176.4174981380,438123.8175034720,노래연습장업,유통관련업,,,121.060,,,근린생활시설,,,5,,N,N,N,,N,N,,,,
예원 노래연습장,폐업,19980121,"경기도 시흥시 월곶중앙로29번길 18  (월곶동,2층)",경기도 시흥시 월곶동 1018-5 2층,14963,031-318-7789,37.3860789218,126.7409591001,,20040524,,,,176985.9200000000,431581.7050000000,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
예원노래연습장,폐업,20050427,"경기도 시흥시 월곶중앙로29번길 18  (월곶동,2층)",경기도 시흥시 월곶동 1018-4 2층,14963,,37.3860789218,126.7409591001,,20111206,,,,176990.6500000000,431591.1450000000,노래연습장업,유통관련업,,기타,109.370,,,근린생활시설,1.00,50.000,4,,N,N,N,N,N,N,,,,일반주거지역
예진노래연습장,영업중,20121116,"경기도 시흥시 오이도중앙로 62 (정왕동,외 1필지 1층)",경기도 시흥시 정왕동 2026-6 외 1필지 1층,15015,,37.3427729184,126.6886954737,,,,,,172349.2907221510,426798.1476866880,노래연습장업,유통관련업,,주택가주변,207.200,,,근린생활시설,,,6,,,,,,,,,,,일반주거지역
예진노래연습장,폐업,20051121,"경기도 시흥시 오이도중앙로 62  (정왕동,외1필지)",경기도 시흥시 정왕동 2026-6 외1필지,15015,,37.3427729184,126.6886954737,,20120724,,,,172349.2907221510,426798.1476866880,노래연습장업,유통관련업,,기타,207.200,,,근린생활시설,2.00,40.000,4,,N,Y,N,,N,N,,,,일반주거지역
오디션노래연습장,폐업,20121115,"경기도 시흥시 비둘기공원7길 33  (대야동,3층 305호)",경기도 시흥시 대야동 543-1 3층 305호,14912,,37.4430055784,126.7927588701,,20160314,,,,181596.5776774840,437913.2683075030,노래연습장업,유통관련업,,주택가주변,150.930,,,근린생활시설,,,,1,,,,Y,,,,,,일반주거지역
오렌지 노래연습장,영업중,20020202,"경기도 시흥시 오이도로 111 (정왕동,(3층))",경기도 시흥시 정왕동 1978-7 (3층),15015,031-498-3996,37.3478253523,126.6920282040,,,,,,172642.0913397710,427353.6679072460,노래연습장업,유통관련업,4,,139.600,4,,근린생활시설,,,5,,N,N,N,,N,N,,,,
오렌지노래연습장,영업중,20230727,"경기도 시흥시 서울대학로278번길 26, 시흥배곧 아브뉴프랑 센트럴 오렌지 2층 233, 234호 (배곧동)",경기도 시흥시 배곧동 215 시흥배곧 아브뉴프랑 센트럴 오렌지,15011,,37.3689041270,126.7278397154,,,,,,175820.4213305170,429682.1352987070,노래연습장업,유통관련업,,,162.990,,,,,,10,,,,,Y,,,,,,
오렌지노래연습장,영업중,20051004,"경기도 시흥시 시흥대로 1122 (신천동,2층)",경기도 시흥시 신천동 83-11 2층,14950,,37.4355755060,126.7915823685,,,,,,181486.9910325920,437071.8120343430,노래연습장업,유통관련업,,기타,110.060,,,근린생활시설,1.00,50.000,5,2,N,N,N,Y,N,N,,,,일반주거지역
오렌지노래연습장,영업중,20060410,"경기도 시흥시 대은로 89 (대야동,3층)",경기도 시흥시 대야동 577-2 3층,14914,,37.4451463106,126.7980520680,,,,,,182060.0312197750,438129.6630705550,노래연습장업,유통관련업,,기타,216.320,,,근린생활시설,1.00,50.000,8,2,Y,Y,N,Y,N,N,,,,일반상업지역
오리발노래연습장,영업중,20101109,"경기도 시흥시 오이도로157번길 1, 완도조개백화점 3층 (정왕동)",경기도 시흥시 정왕동 1973-13 완도조개백화점,15015,,37.3470173434,126.6885481931,,,,,,172333.2159311280,427266.0826915970,노래연습장업,유통관련업,5,주택가주변,132.120,5,,근린생활시설,1.00,40.000,5,,Y,Y,,Y,,,,,,일반주거지역
오아시스 노래연습장,영업중,20021212,"경기도 시흥시 봉우재로 54-1 (정왕동,(지하1층))",경기도 시흥시 정왕동 1209-13 (지하1층),15052,031-433-0096,37.3473354067,126.7461589685,,,,,,177436.3065267330,427286.9932569520,노래연습장업,유통관련업,5,주택가주변,122.850,4,1,근린생활시설,,,5,,N,N,N,,N,N,,,,
오이도 노래연습장,폐업,19980703,경기도 시흥시 오이도로 179  (정왕동),경기도 시흥시 정왕동 2006-22,15015,031-431-1318,37.3449932418,126.6878135533,,20020528,,,,172267.2392386610,427041.3442172040,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
오이도노래연습장,영업중,19980703,"경기도 시흥시 오이도로 179 (정왕동,3층)",경기도 시흥시 정왕동 2006-22 3층,15015,,37.3449932418,126.6878135533,,,,,,172267.2392386610,427041.3442172040,노래연습장업,유통관련업,,,126.640,,,,,,6,,N,N,N,,N,N,,,,
오즈노래연습장,영업중,20020625,"경기도 시흥시 대은로 86 (은행동,4층 401,402호)","경기도 시흥시 은행동 535 4층 401,402호",14917,,37.4444786717,126.7979452566,,,,,,182049.4686049980,438055.1862485310,노래연습장업,유통관련업,,기타,198.260,,,,1.00,40.000,11,3,Y,Y,N,Y,N,N,,,,일반주거지역
오케이(OK)노래연습장,폐업,20010710,"경기도 시흥시 군서마을로 50 (정왕동,(지하1))",경기도 시흥시 정왕동 1211-10 (지하1),15052,031-433-3006,37.3460582049,126.7465894710,,20160728,,,,177476.0351119660,427143.9668123980,노래연습장업,유통관련업,,,117.740,,,근린생활시설,,,,,N,N,N,,N,N,,,,
오페라 노래연습장,영업중,20011119,"경기도 시흥시 마유로418번길 18, 208호 (정왕동)",경기도 시흥시 정왕동 2326-1 208호,15049,,37.3511996532,126.7429250165,,,,,,177150.2927591800,427712.3950554630,노래연습장업,유통관련업,,,139.530,,,근린생활시설,,,7,,N,N,N,Y,N,N,,,,
오페라노래연습장,영업중,20180405,"경기도 시흥시 목감전원로 38, 레이크썬 301호 (산현동)",경기도 시흥시 산현동 491-1 레이크썬 301,14989,,37.3773406438,126.8426326771,,,,,,185992.2842791420,430595.3934234580,노래연습장업,유통관련업,,,152.240,,,,,,8,,,,,Y,,,,,,
오페라노래연습장,폐업,20040511,"경기도 시흥시 중심상가로 51  (정왕동,3층)",경기도 시흥시 정왕동 1859-21 3층,15040,,37.3521767766,126.7240140745,,20080117,,,,175478.0513352120,427830.8554763180,노래연습장업,유통관련업,5,유흥업소밀집지역,124.800,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
오피러스노래연습장,폐업,20051026,"경기도 시흥시 중심상가로 51  (정왕동,301호,302호)","경기도 시흥시 정왕동 1859-21 301호,302호",15040,,37.3521767766,126.7240140745,,20080117,,,,175478.0513352120,427830.8554763180,노래연습장업,유통관련업,,유흥업소밀집지역,176.730,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
옥스포드 노래연습장,폐업,19990622,"경기도 시흥시 중심상가3길 25  (정왕동,3층)",경기도 시흥시 정왕동 1742-18 3층,15066,,37.3438718453,126.7359650734,,20061205,,,,176535.4210068930,426902.1417566260,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,,,5,,N,Y,N,N,N,Y,,,,
온앤온 코인노래연습장 시흥능곡점,영업중,20250822,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 2045-2046호 (능곡동)",경기도 시흥시 능곡동 871 시흥 플랑드르 2045호,15121,,37.3710186339,126.8072928232,,,,,,182864.7427635870,429902.0713735080,노래연습장업,유통관련업,,,104.960,,,,,,12,12,,,,Y,,,,,,
온에어코인노래연습장,영업중,20181217,"경기도 시흥시 비둘기공원5길 12, 신주 씨티 프라자 4층 401-403호 (대야동)",경기도 시흥시 대야동 531-2 신주 씨티 프라자,14912,,37.4432524568,126.7903373383,,,,,,181376.7811019150,437920.7832710080,노래연습장업,유통관련업,,,392.240,,,,,,35,,,,,Y,,,,,,
올래노래연습장,영업중,20150917,"경기도 시흥시 정왕천로411번길 36, 지층 (정왕동)",경기도 시흥시 정왕동 1188-11,15052,,37.3462981783,126.7488902590,,,,,,177679.7160225290,427171.0033125540,노래연습장업,유통관련업,,,78.720,,,근린생활시설,,,3,,,,,,,,,,,일반주거지역
올래노래연습장,영업중,20110916,"경기도 시흥시 신천3길 27-2 (신천동,(지하1층))",경기도 시흥시 신천동 375-2 (지하1층),14948,,37.4385657035,126.7829209581,,,,,,180717.3749566220,437401.9793240120,노래연습장업,유통관련업,,,156.570,,,,,,6,,,,,,,,,,,
올래노래연습장,영업중,20120501,"경기도 시흥시 복지로53번길 14 (대야동,2층)",경기도 시흥시 대야동 470-4 2층,14905,,37.4448083572,126.7882651427,,,,,,181193.5012175790,438094.2381540960,노래연습장업,유통관련업,,학교정화(상대),180.880,2,,근린생활시설,,,6,,,,,,,,,,,일반주거지역
올인 노래연습장,영업중,20030523,"경기도 시흥시 평안상가4길 21  (정왕동,(1층))",경기도 시흥시 정왕동 1622-7 (1층),15062,,37.3377771272,126.7498217877,,,,,,177802.1495262310,426209.7023422510,노래연습장업,유통관련업,,유흥업소밀집지역,,,,숙박시설,2.00,32.000,,,N,Y,N,N,N,N,,,,
올인 노래연습장,폐업,20030709,"경기도 시흥시 평안상가2길 23  (정왕동,선경(프)2층)",경기도 시흥시 정왕동 1782-16 선경(프)2층,15062,,37.3367636957,126.7477886125,,20070205,,,,177583.6411386510,426109.0561877670,노래연습장업,유통관련업,,유흥업소밀집지역,164.350,,,근린생활시설,1.00,30.000,5,,N,Y,N,N,N,Y,,,,
올챙이노래연습장,영업중,20081208,"경기도 시흥시 정왕시장길 52 (정왕동,215호)",경기도 시흥시 정왕동 1202-0 215호,15052,,37.3455685452,126.7489652672,,,,,,177684.9537522750,427088.4076865390,노래연습장업,유통관련업,3,주택가주변,80.640,3,,근린생활시설,1.00,50.000,4,,N,Y,Y,,Y,N,,,,일반주거지역
올챙이노래연습장,폐업,20011222,"경기도 시흥시 중심상가로 195  (정왕동,(3층))",경기도 시흥시 정왕동 1737-18 (3층),15066,031-432-0956,37.3442831187,126.7368415120,,20140209,,,,176610.5766240330,426949.0421980120,노래연습장업,유통관련업,,,151.450,,,,,,,,N,N,N,N,N,N,,,,
와바노래연습장,영업중,20130722,"경기도 시흥시 중심상가로 35 (정왕동,2층)",경기도 시흥시 정왕동 1859-9 2층,15040,,37.3531039778,126.7224576454,,,,,,175342.9406738740,427935.8966244020,노래연습장업,유통관련업,,,192.100,,,,,,4,,,,,,,,,,,
와썸코인노래연습장,영업중,20170726,"경기도 시흥시 배곧3로 80, 207호 (배곧동, 센터프라자)",경기도 시흥시 배곧동 194-1,15011,,37.3705347264,126.7290879019,,,,,,175930.2890050030,429864.6127945220,노래연습장업,유통관련업,,아파트지역,104.000,,,근린생활시설,1.00,87.000,15,15,,Y,Y,Y,,Y,,,,일반상업지역
와와 노래연습장,영업중,20080305,"경기도 시흥시 정왕천로411번길 37 (정왕동,2층)",경기도 시흥시 정왕동 1204-1 2층,15052,,37.3462867274,126.7485065088,,,,,,177646.3894757280,427168.9595381520,노래연습장업,유통관련업,5,주택가주변,119.800,4,1,근린생활시설,,,5,,Y,Y,Y,,Y,Y,,,,일반주거지역
와와 노래연습장,폐업,20040106,"경기도 시흥시 옥구상가3길 17  (정왕동,중앙빌딩 401호)",경기도 시흥시 정왕동 1858-1 중앙빌딩 401호,15040,,37.3537584071,126.7232864458,,20061023,,,,175412.0318208900,428002.3809852620,노래연습장업,유통관련업,,유흥업소밀집지역,,4,,근린생활시설,1.00,50.000,4,,N,Y,Y,N,Y,Y,,,,일반상업지역
와와노래연습장,폐업,20031208,"경기도 시흥시 군자로 514,  203호 (거모동,외1필지 2층)",경기도 시흥시 거모동 1742-4 외1필지 2층 203호,15070,,37.3443304026,126.7848002767,,20250205,,,,180862.5927038580,426954.7459599980,노래연습장업,유통관련업,,아파트지역,160.230,,,근린생활시설,1.00,50.000,8,2,N,Y,Y,Y,Y,Y,,,,
와요노래연습장,폐업,20080716,"경기도 시흥시 봉우재로61번길 2  (정왕동,5층)",경기도 시흥시 정왕동 1823-3 5층,15053,,37.3479937240,126.7462088383,,20090731,,,,177441.3162865340,427360.8101592410,노래연습장업,유통관련업,5,주택가주변,228.750,5,,근린생활시설,2.00,50.000,7,2,Y,Y,Y,Y,Y,N,,,,일반주거지역
왔다 노래연습장,폐업,20030617,"경기도 시흥시 중심상가3길 31  (정왕동,(2층))",경기도 시흥시 정왕동 1742-20 (2층),15066,,37.3435904701,126.7356631021,,20130905,,,,176510.8752090210,426870.6119652490,노래연습장업,유통관련업,,유흥업소밀집지역,34.540,,,근린생활시설,1.00,3.000,1,,N,Y,N,,N,Y,,,,
왕과비노래연습장,영업중,20070604,"경기도 시흥시 월곶중앙로46번길 11 (월곶동,2층)",경기도 시흥시 월곶동 1005-8 2층,14966,,37.3892323273,126.7407465623,,,,,,176970.7942110850,431935.5082005460,노래연습장업,유통관련업,3,유흥업소밀집지역,118.440,3,,근린생활시설,1.00,50.000,4,,N,N,N,,N,N,,,,상업지역
왕왕 노래연습장,등록취소,20020309,"경기도 시흥시 수인로3395번길 14  (신천동,지층)",경기도 시흥시 신천동 746-23 지층,14948,,37.4403754905,126.7811176134,20100803,,,,,180560.6439522340,437605.6577445710,노래연습장업,유통관련업,6,주택가주변,135.270,5,1,근린생활시설,,,,,N,N,N,Y,N,N,,,,
왕왕 노래연습장,폐업,20031107,"경기도 시흥시 마유로423번길 6  (정왕동,2층)",경기도 시흥시 정왕동 2300-9 2층,15024,,37.3527080313,126.7405951963,,20120229,,,,176947.9311191660,427884.1956559280,노래연습장업,유통관련업,,기타,199.100,,,근린생활시설,2.00,40.000,6,2,N,Y,Y,Y,Y,Y,,,,
왕왕노래연습장,영업중,20120229,"경기도 시흥시 마유로423번길 6, 2층 (정왕동)",경기도 시흥시 정왕동 2300-9,15024,,37.3527080313,126.7405951963,,,,,,176947.9311191660,427884.1956559280,노래연습장업,유통관련업,,,199.000,,,,,,6,1,,,,,,,,,,
왕왕노래연습장,폐업,20031208,"경기도 시흥시 마유로423번길 6  (정왕동,(2층))",경기도 시흥시 정왕동 2300-9 (2층),15024,,37.3527080313,126.7405951963,,20050628,,,,176947.9311191660,427884.1956559280,노래연습장업,유통관련업,,주택가주변,199.100,,,근린생활시설,2.00,40.000,6,1,N,Y,N,Y,Y,N,,,,
용가리 노래연습장,영업중,20010821,"경기도 시흥시 하중로 201-1 (하중동,지층)",경기도 시흥시 하중동 857-2 지층,14976,,37.3937119778,126.8052312842,,,,,,182682.5227392870,432420.1061212510,노래연습장업,유통관련업,,아파트지역,129.600,,,,,,7,,N,N,N,Y,N,N,,,,
용가리 노래연습장,폐업,20000627,"경기도 시흥시 월곶해안로 157 (월곶동,비치프라자 3층)",경기도 시흥시 월곶동 1013-21 비치프라자 3층,14963,031-317-4140,37.3885329394,126.7371161582,,20231004,,,,176650.5721191310,431859.8141247950,노래연습장업,유통관련업,,,281.500,,,근린생활시설,,,8,,N,N,N,,N,N,,,,
